37403086 | @CHEMICAL_demethylzeylasteral | demethylzeylasteral | 30 | 19 | Chemical | chemical | demethylzeylasteral
38536662 | @GENE_MICA | MICA | 1290 | 4 | Gene | gene | MICA
38536662 | @GENE_MICA | MICA | 1374 | 4 | Gene | gene | MICA
38536662 | @GENE_MICA | MICA | 1491 | 4 | Gene | gene | MICA
38536662 | @GENE_MICA | MICA | 1526 | 4 | Gene | gene | MICA
38598033 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 0 | 14 | Disease | disease | Omenn Syndrome
38598033 | @GENE_JAK3 | JAK3 | 69 | 14 | Gene | gene | Janus Kinase 3
38598033 | @GENE_JAK3 | JAK3 | 127 | 4 | Gene | gene | JAK3
38598033 | @DISEASE_X_Linked_Combined_Immunodeficiency_Diseases | X-Linked Combined Immunodeficiency Diseases | 138 | 4 | Disease | disease | SCID
38598033 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 163 | 14 | Disease | disease | Omenn syndrome
38598033 | @GENE_JAK3 | JAK3 | 218 | 4 | Gene | gene | JAK3
38598033 | @VARIANT_p.R431P_JAK3_human | p.R431P | 293 | 5 | Variant | variant | R431P
38598033 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 310 | 14 | Disease | disease | Omenn syndrome
38598033 | @VARIANT_p.R431P_JAK3_human | p.R431P | 388 | 5 | Variant | variant | R431P
38598033 | @GENE_IL2 | IL2 | 472 | 4 | Gene | gene | IL-2
38598033 | @GENE_IL7 | IL7 | 478 | 4 | Gene | gene | IL-7
38598033 | @GENE_IL15 | IL15 | 488 | 5 | Gene | gene | IL-15
38598033 | @GENE_JAK3 | JAK3 | 495 | 4 | Gene | gene | JAK3
38598033 | @GENE_JAK3 | JAK3 | 600 | 4 | Gene | gene | JAK3
38598033 | @DISEASE_Severe_Combined_Immunodeficiency | Severe Combined Immunodeficiency | 639 | 14 | Disease | disease | Omenn syndrome
38598033 | @VARIANT_c.2324G>A_JAK3_human | p.R775H | 698 | 5 | Variant | variant | R775H
38598033 | @VARIANT_p.R431P_JAK3_human | p.R431P | 788 | 5 | Variant | variant | R431P
38598033 | @GENE_JAK3 | JAK3 | 827 | 4 | Gene | gene | JAK3
38598033 | @GENE_STAT5A | STAT5A | 893 | 5 | Gene | gene | STAT5
38598033 | @GENE_IL2 | IL2 | 922 | 4 | Gene | gene | IL-2
38598033 | @GENE_IL7 | IL7 | 928 | 4 | Gene | gene | IL-7
38598033 | @GENE_IL15 | IL15 | 938 | 5 | Gene | gene | IL-15
38598033 | @VARIANT_p.R431P_JAK3_human | p.R431P | 1016 | 5 | Variant | variant | R431P
38598033 | @DISEASE_Immunologic_Deficiency_Syndromes | Immunologic Deficiency Syndromes | 1313 | 15 | Disease | disease | JAK3 deficiency
22342247 | @CHEMICAL_Fluoroquinolones | Fluoroquinolones | 100 | 16 | Chemical | chemical | Fluoroquinolones
22342247 | @CHEMICAL_Ofloxacin | Ofloxacin | 125 | 9 | Chemical | chemical | ofloxacin
22342247 | @DISEASE_Tuberculosis_Multidrug_Resistant | Tuberculosis Multidrug-Resistant | 164 | 27 | Disease | disease | drug-resistant tuberculosis
22342247 | @DISEASE_Tuberculosis | Tuberculosis | 193 | 2 | Disease | disease | TB
22342247 | @DISEASE_Tuberculosis | Tuberculosis | 252 | 2 | Disease | disease | TB
22342247 | @CHEMICAL_Isoniazid | Isoniazid | 454 | 9 | Chemical | chemical | isoniazid
22342247 | @CHEMICAL_Rifampin | Rifampin | 465 | 10 | Chemical | chemical | rifampicin
22342247 | @CHEMICAL_Ethambutol | Ethambutol | 481 | 10 | Chemical | chemical | ethambutol
22342247 | @CHEMICAL_Ofloxacin | Ofloxacin | 499 | 9 | Chemical | chemical | ofloxacin
22342247 | @CHEMICAL_Rifampin | Rifampin | 510 | 10 | Chemical | chemical | rifampicin
22342247 | @CHEMICAL_Ethambutol | Ethambutol | 526 | 10 | Chemical | chemical | ethambutol
22342247 | @CHEMICAL_Isoniazid | Isoniazid | 636 | 9 | Chemical | chemical | isoniazid
22342247 | @CHEMICAL_Isoniazid | Isoniazid | 652 | 9 | Chemical | chemical | isoniazid
22342247 | @CHEMICAL_Streptomycin | Streptomycin | 662 | 12 | Chemical | chemical | streptomycin
22342247 | @CHEMICAL_Ofloxacin | Ofloxacin | 1595 | 9 | Chemical | chemical | ofloxacin
22342247 | @CHEMICAL_Isoniazid | Isoniazid | 1676 | 9 | Chemical | chemical | isoniazid
22880104 | @GENE_CD8A | CD8A | 40 | 3 | Gene | gene | CD8
22880104 | @DISEASE_Infections | Infections | 100 | 9 | Disease | disease | infection
22880104 | @DISEASE_Communicable_Diseases | Communicable Diseases | 229 | 19 | Disease | disease | infectious diseases
22880104 | @GENE_CD8A | CD8A | 287 | 3 | Gene | gene | CD8
22880104 | @GENE_CD34 | CD34 | 396 | 4 | Gene | gene | CD34
22880104 | @GENE_HLA_A | HLA-A | 479 | 3 | Gene | gene | HLA
22880104 | @GENE_CD34 | CD34 | 585 | 4 | Gene | gene | CD34
22880104 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 626 | 3 | Disease | disease | NOD
22880104 | @DISEASE_X_Linked_Combined_Immunodeficiency_Diseases | X-Linked Combined Immunodeficiency Diseases | 630 | 4 | Disease | disease | SCID
22880104 | @GENE_JAK3 | Jak3 | 635 | 4 | Gene | gene | Jak3
22880104 | @GENE_CD8A | CD8A | 708 | 3 | Gene | gene | CD8
22880104 | @GENE_CD27 | Cd27 | 881 | 4 | Gene | gene | CD27
22880104 | @GENE_CD28 | Cd28 | 890 | 4 | Gene | gene | CD28
22880104 | @GENE_PTPRC | Ptprc | 897 | 6 | Gene | gene | CD45RA
22880104 | @GENE_CCR7 | CCR7 | 908 | 4 | Gene | gene | CCR7
22880104 | @GENE_CD27 | CD27 | 920 | 4 | Gene | gene | CD27
22880104 | @GENE_CD28 | Cd28 | 927 | 4 | Gene | gene | CD28
22880104 | @GENE_PTPRC | PTPRC | 934 | 6 | Gene | gene | CD45RA
22880104 | @GENE_CCR7 | CCR7 | 945 | 4 | Gene | gene | CCR7
22880104 | @GENE_CD8A | CD8A | 980 | 3 | Gene | gene | CD8
22880104 | @GENE_CD8A | CD8A | 1016 | 3 | Gene | gene | CD8
22880104 | @GENE_CX3CR1 | CX3CR1 | 1042 | 6 | Gene | gene | CX3CR1
22880104 | @GENE_CXCR1 | CXCR1 | 1056 | 5 | Gene | gene | CXCR1
22880104 | @GENE_CD8A | CD8A | 1160 | 3 | Gene | gene | CD8
22880104 | @GENE_CX3CR1 | CX3CR1 | 1206 | 6 | Gene | gene | CX3CR1
22880104 | @GENE_CXCR1 | CXCR1 | 1220 | 5 | Gene | gene | CXCR1
22880104 | @GENE_CD8A | CD8A | 1463 | 3 | Gene | gene | CD8
22880104 | @GENE_CD8A | CD8A | 1614 | 3 | Gene | gene | CD8
23312604 | @DISEASE_Tuberculosis | Tuberculosis | 197 | 12 | Disease | disease | tuberculosis
23312604 | @CHEMICAL_Levofloxacin | Levofloxacin | 503 | 12 | Chemical | chemical | levofloxacin
23312604 | @CHEMICAL_Linezolid | Linezolid | 517 | 9 | Chemical | chemical | linezolid
23312604 | @CHEMICAL_Ethambutol | Ethambutol | 531 | 10 | Chemical | chemical | ethambutol
23312604 | @CHEMICAL_Levofloxacin | Levofloxacin | 543 | 12 | Chemical | chemical | levofloxacin
23312604 | @CHEMICAL_Amikacin | Amikacin | 557 | 8 | Chemical | chemical | amikacin
23312604 | @CHEMICAL_Ethambutol | Ethambutol | 570 | 10 | Chemical | chemical | ethambutol
23312604 | @CHEMICAL_Levofloxacin | Levofloxacin | 586 | 12 | Chemical | chemical | levofloxacin
23312604 | @CHEMICAL_Linezolid | Linezolid | 600 | 9 | Chemical | chemical | linezolid
23312604 | @CHEMICAL_Amikacin | Amikacin | 614 | 8 | Chemical | chemical | amikacin
23312604 | @CHEMICAL_Isoniazid | Isoniazid | 686 | 9 | Chemical | chemical | isoniazid
23312604 | @CHEMICAL_Rifampin | Rifampin | 697 | 10 | Chemical | chemical | rifampicin
23312604 | @CHEMICAL_Ethambutol | Ethambutol | 712 | 10 | Chemical | chemical | ethambutol
23312604 | @CHEMICAL_Isoniazid | Isoniazid | 1646 | 9 | Chemical | chemical | isoniazid
23312604 | @CHEMICAL_Rifampin | Rifampin | 1657 | 10 | Chemical | chemical | rifampicin
23312604 | @CHEMICAL_Ethambutol | Ethambutol | 1672 | 10 | Chemical | chemical | ethambutol
26458453 | @GENE_HLA_A | HLA-A | 677 | 9 | Gene | gene | HLA-A/B/C
26458453 | @GENE_HLA_DRB1 | HLA-DRB1 | 704 | 13 | Gene | gene | HLA-DRB1/DQB1
26458453 | @GENE_HLA_DPB1 | HLA-DPB1 | 718 | 4 | Gene | gene | DPB1
26458453 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 819 | 25 | Disease | disease | graft-versus-host disease
26458453 | @DISEASE_Neoplasms | Neoplasms | 892 | 10 | Disease | disease | malignancy
26458453 | @GENE_HLA_DMA | HLA-DMA | 1035 | 6 | Gene | gene | HLA-DM
26458453 | @GENE_MICA | MICA | 1105 | 4 | Gene | gene | MICA
26458453 | @GENE_MICB | MICB | 1111 | 4 | Gene | gene | MICB
26458453 | @GENE_HFE | HFE | 1117 | 3 | Gene | gene | HFE
26458453 | @GENE_MR1 | MR1 | 1122 | 3 | Gene | gene | MR1
26458453 | @GENE_CD1C | CD1C | 1127 | 3 | Gene | gene | CD1
26458453 | @GENE_FCGRT | FCGRT | 1132 | 4 | Gene | gene | FcRn
27273902 | @GENE_MICA | MICA | 28 | 4 | Gene | gene | MICA
27273902 | @GENE_MICA | MICA | 87 | 4 | Gene | gene | MICA
27273902 | @GENE_HLA_DRB1 | HLA-DRB1 | 362 | 4 | Gene | gene | DRB1
27273902 | @VARIANT_c.269C>T_MICA_human | c.269C>T | 441 | 46 | Variant | variant | C to T substitution at nucleotide position 269
27549307 | @GENE_MICA | MICA | 39 | 4 | Gene | gene | MICA
27549307 | @DISEASE_Bronchiolitis_Obliterans_Syndrome | Bronchiolitis Obliterans Syndrome | 98 | 12 | Disease | disease | chronic GVHD
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 112 | 25 | Disease | disease | Graft-versus-host disease
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 139 | 4 | Disease | disease | GVHD
27549307 | @GENE_MICA | MICA | 307 | 4 | Gene | gene | MICA
27549307 | @GENE_MICA | MICA | 385 | 4 | Gene | gene | MICA
27549307 | @GENE_KLRK1 | KLRK1 | 439 | 5 | Gene | gene | NKG2D
27549307 | @GENE_HLA_C | HLA-C | 504 | 3 | Gene | gene | MHC
27549307 | @GENE_HLA_B | HLA-B | 517 | 5 | Gene | gene | HLA-B
27549307 | @GENE_MICA | MICA | 530 | 4 | Gene | gene | MICA
27549307 | @GENE_MICA | MICA | 655 | 4 | Gene | gene | MICA
27549307 | @GENE_MICA | MICA | 712 | 4 | Gene | gene | MICA
27549307 | @GENE_HLA_A | HLA-A | 775 | 5 | Gene | gene | HLA-A
27549307 | @GENE_HLA_B | HLA-B | 782 | 5 | Gene | gene | HLA-B
27549307 | @GENE_HLA_C | HLA-C | 789 | 5 | Gene | gene | HLA-C
27549307 | @GENE_HLA_DRB1 | HLA-DRB1 | 796 | 8 | Gene | gene | HLA-DRB1
27549307 | @GENE_MICA | MICA | 903 | 4 | Gene | gene | MICA
27549307 | @GENE_MICA | MICA | 908 | 4 | Gene | gene | MICA
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 998 | 10 | Disease | disease | acute GVHD
27549307 | @DISEASE_Bronchiolitis_Obliterans_Syndrome | Bronchiolitis Obliterans Syndrome | 1087 | 12 | Disease | disease | chronic GVHD
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1229 | 4 | Disease | disease | GVHD
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1338 | 21 | Disease | disease | graft-versus-leukemia
27549307 | @GENE_MICA | MICA | 1410 | 4 | Gene | gene | MICA
27549307 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1514 | 4 | Disease | disease | GVHD
27549307 | @GENE_MICA | MICA | 1574 | 4 | Gene | gene | MICA
27549307 | @GENE_HLA_B | HLA-B | 1583 | 5 | Gene | gene | HLA-B
27549307 | @GENE_MICA | MICA | 1611 | 4 | Gene | gene | MICA
27840957 | @GENE_ICAM1 | ICAM1 | 16 | 4 | Gene | gene | CD54
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 165 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 175 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 270 | 23 | Chemical | chemical | all-trans-retinoic acid
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 295 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 306 | 9 | Chemical | chemical | valproate
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 317 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 378 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 388 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 442 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 462 | 4 | Chemical | chemical | ATRA
27840957 | @GENE_NCR3 | NCR3 | 573 | 5 | Gene | gene | NKp30
27840957 | @GENE_KLRK1 | KLRK1 | 583 | 5 | Gene | gene | NKG2D
27840957 | @GENE_KLRK1 | KLRK1 | 693 | 5 | Gene | gene | NKG2D
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 770 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 780 | 3 | Chemical | chemical | VPA
27840957 | @GENE_NCR3 | NCR3 | 862 | 5 | Gene | gene | NKp30
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 1026 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1035 | 3 | Chemical | chemical | VPA
27840957 | @GENE_NECTIN2 | NECTIN2 | 1116 | 5 | Gene | gene | CD112
27840957 | @GENE_CD48 | CD48 | 1123 | 4 | Gene | gene | CD48
27840957 | @GENE_CD70 | CD70 | 1132 | 4 | Gene | gene | CD70
27840957 | @GENE_ICAM1 | ICAM1 | 1184 | 4 | Gene | gene | CD54
27840957 | @GENE_KLRC1 | KLRC1 | 1266 | 5 | Gene | gene | NKG2A
27840957 | @GENE_HLA_E | HLA-E | 1363 | 5 | Gene | gene | HLA-E
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 1414 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1424 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1495 | 3 | Chemical | chemical | VPA
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 1503 | 4 | Chemical | chemical | ATRA
27840957 | @GENE_ICAM1 | ICAM1 | 1715 | 4 | Gene | gene | CD54
27840957 | @GENE_MICA | MICA | 1729 | 4 | Gene | gene | MICA
27840957 | @GENE_MICB | MICB | 1734 | 4 | Gene | gene | MICB
27840957 | @CHEMICAL_Tretinoin | Tretinoin | 1841 | 4 | Chemical | chemical | ATRA
27840957 | @CHEMICAL_Valproic_Acid | Valproic Acid | 1851 | 3 | Chemical | chemical | VPA
27840957 | @DISEASE_Leukemia | Leukemia | 1876 | 8 | Disease | disease | leukemia
27870115 | @GENE_MICA | MICA | 0 | 4 | Gene | gene | MICA
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 117 | 24 | Disease | disease | Nasopharyngeal Carcinoma
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 143 | 3 | Disease | disease | NPC
27870115 | @GENE_MICA | MICA | 262 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 702 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 712 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 847 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 992 | 8 | Gene | gene | MICA*Del
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 1057 | 24 | Disease | disease | nasopharyngeal carcinoma
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 1083 | 3 | Disease | disease | NPC
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 1146 | 3 | Disease | disease | NPC
27870115 | @GENE_MICA | MICA | 1401 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 1459 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_HLA_DRB1 | HLA-DRB1 | 1478 | 4 | Gene | gene | DRB1
27870115 | @GENE_MICA | MICA | 1505 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_HLA_DRB1 | HLA-DRB1 | 1524 | 4 | Gene | gene | DRB1
27870115 | @GENE_MICA | MICA | 1560 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 1601 | 8 | Gene | gene | MICA*Del
27870115 | @GENE_MICA | MICA | 1682 | 4 | Gene | gene | MICA
27870115 | @GENE_MICA | MICA | 1728 | 4 | Gene | gene | MICA
27870115 | @GENE_HLA_A | HLA-A | 1756 | 3 | Gene | gene | HLA
27870115 | @GENE_MICA | MICA | 1883 | 8 | Gene | gene | MICA*Del
27870115 | @DISEASE_Nasopharyngeal_Carcinoma | Nasopharyngeal Carcinoma | 1896 | 3 | Disease | disease | NPC
28085157 | @DISEASE_Infections | Infections | 932 | 9 | Disease | disease | infection
28085157 | @DISEASE_Infections | Infections | 1062 | 9 | Disease | disease | infection
29850626 | @GENE_MICA | MICA | 13 | 4 | Gene | gene | MICA
29850626 | @GENE_HLA_C | HLA-C | 172 | 3 | Gene | gene | MHC
29850626 | @GENE_MICA | MICA | 320 | 4 | Gene | gene | MICA
29850626 | @GENE_MICA | MICA | 654 | 4 | Gene | gene | MICA
29850626 | @GENE_HLA_A | HLA-A | 708 | 5 | Gene | gene | HLA-A
29850626 | @GENE_HLA_DRB1 | HLA-DRB1 | 720 | 4 | Gene | gene | DRB1
29850626 | @GENE_HLA_A | HLA-A | 742 | 3 | Gene | gene | HLA
29850626 | @GENE_MICA | MICA | 772 | 4 | Gene | gene | MICA
29850626 | @GENE_MICA | MICA | 933 | 4 | Gene | gene | MICA
29850626 | @GENE_MICA | MICA | 969 | 4 | Gene | gene | MICA
29850626 | @GENE_MICA | MICA | 1056 | 4 | Gene | gene | MICA
29850626 | @GENE_HLA_A | HLA-A | 1171 | 3 | Gene | gene | HLA
29850626 | @GENE_MICA | MICA | 1208 | 4 | Gene | gene | MICA
29850626 | @GENE_HLA_A | HLA-A | 1236 | 3 | Gene | gene | HLA
29850626 | @GENE_MICA | MICA | 1360 | 4 | Gene | gene | MICA
29850626 | @GENE_HLA_A | HLA-A | 1381 | 3 | Gene | gene | HLA
29850626 | @GENE_MICA | MICA | 1491 | 4 | Gene | gene | MICA
32112449 | @GENE_HLA_B | HLA-B | 35 | 5 | Gene | gene | HLA-B
32112449 | @GENE_MICA | MICA | 99 | 4 | Gene | gene | MICA
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 117 | 15 | Disease | disease | alopecia areata
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 202 | 15 | Disease | disease | Alopecia areata
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 219 | 2 | Disease | disease | AA
32112449 | @DISEASE_Skin_Diseases | Skin Diseases | 228 | 12 | Disease | disease | skin disease
32112449 | @DISEASE_Alopecia | Alopecia | 255 | 9 | Disease | disease | hair loss
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 313 | 2 | Disease | disease | AA
32112449 | @GENE_MICA | MICA | 514 | 27 | Gene | gene | MHC class I chain-related A
32112449 | @GENE_MICA | MICA | 543 | 4 | Gene | gene | MICA
32112449 | @GENE_MICA | MICA | 566 | 4 | Gene | gene | MICA
32112449 | @GENE_KLRK1 | KLRK1 | 613 | 5 | Gene | gene | NKG2D
32112449 | @GENE_MICA | MICA | 752 | 4 | Gene | gene | MICA
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 799 | 2 | Disease | disease | AA
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 846 | 2 | Disease | disease | AA
32112449 | @GENE_MICA | MICA | 934 | 4 | Gene | gene | MICA
32112449 | @GENE_HLA_B | HLA-B | 997 | 5 | Gene | gene | HLA-B
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1133 | 2 | Disease | disease | AA
32112449 | @GENE_HLA_B | HLA-B | 1207 | 5 | Gene | gene | HLA-B
32112449 | @GENE_MICA | MICA | 1225 | 4 | Gene | gene | MICA
32112449 | @DISEASE_Alopecia_Areata | Alopecia Areata | 1298 | 2 | Disease | disease | AA
32112449 | @GENE_HLA_B | HLA-B | 1385 | 5 | Gene | gene | HLA-B
32112449 | @GENE_MICA | MICA | 1395 | 4 | Gene | gene | MICA
32211339 | @GENE_GTPBP1 | GTPBP1 | 34 | 3 | Gene | gene | GP1
32211339 | @GENE_MICA | MICA | 253 | 42 | Gene | gene | MHC class I polypeptide-related sequence A
32211339 | @GENE_MICA | MICA | 297 | 4 | Gene | gene | MICA
32211339 | @CHEMICAL_Polysaccharides | Polysaccharides | 693 | 6 | Chemical | chemical | glycan
32211339 | @GENE_MICA | MICA | 1020 | 4 | Gene | gene | MICA
32286503 | @GENE_MICB | MICB | 43 | 4 | Gene | gene | MICB
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 73 | 25 | Disease | disease | graft-versus-host disease
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 123 | 3 | Disease | disease | CMV
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 135 | 25 | Disease | disease | Graft-versus-host disease
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 162 | 4 | Disease | disease | GVHD
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 172 | 15 | Disease | disease | cytomegalovirus
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 189 | 3 | Disease | disease | CMV
32286503 | @GENE_MICB | MICB | 353 | 4 | Gene | gene | MICB
32286503 | @GENE_MICA | MICA | 365 | 4 | Gene | gene | MICA
32286503 | @GENE_KLRK1 | KLRK1 | 408 | 5 | Gene | gene | NKG2D
32286503 | @GENE_MICA | MICA | 438 | 4 | Gene | gene | MICA
32286503 | @GENE_MICB | MICB | 444 | 4 | Gene | gene | MICB
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 468 | 3 | Disease | disease | CMV
32286503 | @GENE_MICB | MICB | 505 | 4 | Gene | gene | MICB
32286503 | @GENE_MICB | MICB | 616 | 4 | Gene | gene | MICB
32286503 | @GENE_HLA_A | HLA-A | 753 | 20 | Gene | gene | HLA-A, -B, -C, -DRB1
32286503 | @GENE_HLA_DQB1 | HLA-DQB1 | 775 | 5 | Gene | gene | -DQB1
32286503 | @GENE_MICA | MICA | 785 | 4 | Gene | gene | MICA
32286503 | @GENE_HLA_DPB1 | HLA-DPB1 | 796 | 6 | Gene | gene | HLA-DP
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1044 | 4 | Disease | disease | GVHD
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 1146 | 3 | Disease | disease | CMV
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1242 | 4 | Disease | disease | GVHD
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 1298 | 13 | Disease | disease | CMV infection
32286503 | @DISEASE_Graft_vs_Host_Disease | Graft vs Host Disease | 1435 | 4 | Disease | disease | GVHD
32286503 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 1475 | 3 | Disease | disease | CMV
32519199 | @GENE_MICA | MICA | 15 | 4 | Gene | gene | MICA
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 63 | 15 | Disease | disease | agranulocytosis
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 111 | 15 | Disease | disease | agranulocytosis
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 128 | 3 | Disease | disease | TIA
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 172 | 15 | Disease | disease | agranulocytosis
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 357 | 3 | Disease | disease | TIA
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 486 | 3 | Disease | disease | TIA
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 657 | 3 | Disease | disease | TIA
32519199 | @DISEASE_Graves_Disease | Graves Disease | 683 | 15 | Disease | disease | Graves' disease
32519199 | @DISEASE_Graves_Disease | Graves Disease | 700 | 2 | Disease | disease | GD
32519199 | @GENE_MICA | MICA | 769 | 42 | Gene | gene | MHC class I polypeptide-related sequence A
32519199 | @GENE_MICA | MICA | 812 | 4 | Gene | gene | MICA
32519199 | @VARIANT_rs4349859 | rs4349859 | 825 | 9 | Variant | variant | rs4349859
32519199 | @VARIANT_rs145575084 | rs145575084 | 850 | 11 | Variant | variant | rs145575084
32519199 | @VARIANT_rs116135464 | rs116135464 | 877 | 11 | Variant | variant | rs116135464
32519199 | @VARIANT_rs148015908 | rs148015908 | 904 | 11 | Variant | variant | rs148015908
32519199 | @VARIANT_rs189600525 | rs189600525 | 934 | 11 | Variant | variant | rs189600525
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 1008 | 3 | Disease | disease | TIA
32519199 | @VARIANT_rs4349859 | rs4349859 | 1079 | 9 | Variant | variant | rs4349859
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 1205 | 3 | Disease | disease | TIA
32519199 | @GENE_MICA | MICA | 1318 | 4 | Gene | gene | MICA
32519199 | @DISEASE_Agranulocytosis | Agranulocytosis | 1380 | 3 | Disease | disease | TIA
32656310 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 206 | 28 | Disease | disease | pandemic coronavirus disease
32656310 | @DISEASE_COVID_19 | COVID-19 | 236 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_COVID_19 | COVID-19 | 367 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_COVID_19 | COVID-19 | 452 | 5 | Disease | disease | COVID
32656310 | @DISEASE_COVID_19 | COVID-19 | 574 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 591 | 14 | Disease | disease | traumatization
32656310 | @DISEASE_COVID_19 | COVID-19 | 681 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_COVID_19 | COVID-19 | 776 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_COVID_19 | COVID-19 | 946 | 8 | Disease | disease | COVID-19
32656310 | @DISEASE_Fever | Fever | 1132 | 5 | Disease | disease | fever
32656310 | @DISEASE_Cough | Cough | 1139 | 9 | Disease | disease | dry cough
32656310 | @DISEASE_Fatigue | Fatigue | 1150 | 7 | Disease | disease | fatigue
