24631022 | @CHEMICAL_galiellalactone | galiellalactone | 22 | 15 | Chemical | chemical | galiellalactone
35680032 | @DISEASE_Neoplasms | Neoplasms | 1462 | 6 | Disease | disease | cancer
35867785 | @GENE_STAT92E | Stat92E | 25 | 4 | Gene | gene | Stat
35867785 | @GENE_NPAS4 | NPAS4 | 59 | 5 | Gene | gene | Npas4
35867785 | @DISEASE_Neoplasms | Neoplasms | 158 | 17 | Disease | disease | cancer metastasis
35867785 | @GENE_HOP | hop | 319 | 3 | Gene | gene | Jak
35867785 | @GENE_STAT92E | Stat92E | 323 | 4 | Gene | gene | Stat
35867785 | @GENE_HOP | hop | 453 | 3 | Gene | gene | Jak
35867785 | @GENE_STAT92E | Stat92E | 457 | 4 | Gene | gene | Stat
35867785 | @GENE_FS(2)KET | Fs(2)Ket | 650 | 19 | Gene | gene | importin alpha/beta
35867785 | @GENE_NUP153 | Nup153 | 674 | 6 | Gene | gene | Nup153
35867785 | @GENE_HOP | hop | 693 | 3 | Gene | gene | Jak
35867785 | @GENE_STAT92E | Stat92E | 697 | 4 | Gene | gene | Stat
35867785 | @GENE_STAT92E | Stat92E | 724 | 4 | Gene | gene | Stat
35867785 | @GENE_STAT92E | Stat92E | 878 | 4 | Gene | gene | Stat
35867785 | @GENE_NPAS4 | NPAS4 | 1011 | 5 | Gene | gene | NPAS4
35867785 | @GENE_STAT3 | STAT3 | 1072 | 5 | Gene | gene | STAT3
35867785 | @DISEASE_Neoplasms | Neoplasms | 1082 | 6 | Disease | disease | cancer
35867785 | @GENE_STAT92E | Stat92E | 1233 | 4 | Gene | gene | Stat
35867785 | @DISEASE_Neoplasms | Neoplasms | 1247 | 17 | Disease | disease | cancer metastasis
36035168 | @DISEASE_Neoplasms | Neoplasms | 56 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 83 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 132 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 206 | 4 | Gene | gene | CD8A
36035168 | @GENE_CD8A | CD8A | 223 | 9 | Gene | gene | CD8 alpha
36035168 | @GENE_CD8A | CD8A | 334 | 3 | Gene | gene | CD8
36035168 | @GENE_PDCD1 | PDCD1 | 426 | 4 | Gene | gene | PD-1
36035168 | @GENE_CD274 | CD274 | 431 | 5 | Gene | gene | PD-L1
36035168 | @GENE_CD8A | CD8A | 507 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 515 | 5 | Disease | disease | tumor
36035168 | @GENE_CD8A | CD8A | 685 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 701 | 6 | Disease | disease | cancer
36035168 | @DISEASE_Neoplasms | Neoplasms | 757 | 5 | Disease | disease | tumor
36035168 | @DISEASE_Neoplasms | Neoplasms | 825 | 6 | Disease | disease | cancer
36035168 | @DISEASE_Neoplasms | Neoplasms | 885 | 6 | Disease | disease | cancer
36035168 | @DISEASE_Neoplasms | Neoplasms | 907 | 6 | Disease | disease | Cancer
36035168 | @GENE_CD8A | CD8A | 985 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1013 | 6 | Disease | disease | cancer
36035168 | @DISEASE_Neoplasms | Neoplasms | 1095 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 1122 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1216 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 1267 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1380 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 1448 | 4 | Gene | gene | CD8A
36035168 | @GENE_RMND5A | RMND5A | 1480 | 6 | Gene | gene | RMND5A
36035168 | @GENE_RNF103 | RNF103 | 1488 | 6 | Gene | gene | RNF103
36035168 | @GENE_CHMP3 | CHMP3 | 1495 | 5 | Gene | gene | CHMP3
36035168 | @GENE_CHMP3 | CHMP3 | 1502 | 5 | Gene | gene | CHMP3
36035168 | @GENE_CD8B | CD8B | 1509 | 4 | Gene | gene | CD8B
36035168 | @GENE_MRPL35 | MRPL35 | 1515 | 6 | Gene | gene | MRPL35
36035168 | @GENE_MAT2A | MAT2A | 1523 | 5 | Gene | gene | MAT2A
36035168 | @GENE_RGPD1 | RGPD1 | 1530 | 5 | Gene | gene | RGPD1
36035168 | @GENE_RGPD2 | RGPD2 | 1537 | 5 | Gene | gene | RGPD2
36035168 | @GENE_REEP1 | REEP1 | 1544 | 5 | Gene | gene | REEP1
36035168 | @GENE_ANAPC1P1 | ANAPC1P1 | 1555 | 8 | Gene | gene | ANAPC1P1
36035168 | @GENE_CD8A | CD8A | 1604 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1664 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 1708 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1811 | 6 | Disease | disease | cancer
36035168 | @DISEASE_Neoplasms | Neoplasms | 1833 | 6 | Disease | disease | cancer
36035168 | @GENE_CD8A | CD8A | 1898 | 4 | Gene | gene | CD8A
36035168 | @DISEASE_Neoplasms | Neoplasms | 1985 | 6 | Disease | disease | cancer
36281585 | @DISEASE_Neoplasms | Neoplasms | 0 | 5 | Disease | disease | Tumor
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 47 | 25 | Disease | disease | esophageal adenocarcinoma
36281585 | @DISEASE_Tachycardia_Atrioventricular_Nodal_Reentry | Tachycardia Atrioventricular Nodal Reentry | 91 | 5 | Disease | disease | nodal
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 152 | 25 | Disease | disease | esophageal adenocarcinoma
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 179 | 3 | Disease | disease | EAC
36281585 | @DISEASE_Calcinosis_Cutis | Calcinosis Cutis | 442 | 18 | Disease | disease | metastatic disease
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 470 | 3 | Disease | disease | EAC
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 740 | 3 | Disease | disease | EAC
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 855 | 16 | Disease | disease | nodal metastasis
36281585 | @GENE_CD8A | CD8A | 903 | 3 | Gene | gene | CD8
36281585 | @GENE_CD28 | CD28 | 908 | 4 | Gene | gene | CD28
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 996 | 16 | Disease | disease | nodal metastasis
36281585 | @GENE_CD69 | CD69 | 1028 | 4 | Gene | gene | CD69
36281585 | @GENE_MYD88 | MYD88 | 1034 | 5 | Gene | gene | MYD88
36281585 | @GENE_TLR4 | TLR4 | 1045 | 4 | Gene | gene | TLR4
36281585 | @DISEASE_Tertiary_Lymphoid_Structures | Tertiary Lymphoid Structures | 1122 | 22 | Disease | disease | lymph node involvement
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1230 | 16 | Disease | disease | nodal metastasis
36281585 | @GENE_CD8A | CD8A | 1309 | 3 | Gene | gene | CD8
36281585 | @GENE_CD8A | CD8A | 1366 | 4 | Gene | gene | CD8A
36281585 | @GENE_CD8B | CD8B | 1372 | 4 | Gene | gene | CD8B
36281585 | @GENE_TBX21 | TBX21 | 1382 | 5 | Gene | gene | TBX21
36281585 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 1407 | 25 | Disease | disease | Esophageal Adenocarcinoma
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1492 | 16 | Disease | disease | nodal metastasis
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1595 | 16 | Disease | disease | nodal metastasis
36281585 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 1629 | 16 | Disease | disease | nodal metastasis
36294807 | @DISEASE_Infections | Infections | 202 | 9 | Disease | disease | Infection
36294807 | @DISEASE_Infections | Infections | 298 | 17 | Disease | disease | airway infections
36294807 | @DISEASE_Cystic_Fibrosis | Cystic Fibrosis | 336 | 15 | Disease | disease | cystic fibrosis
36294807 | @DISEASE_Cystic_Fibrosis | Cystic Fibrosis | 353 | 2 | Disease | disease | CF
36294807 | @DISEASE_Cystic_Disease_Of_Lung | Cystic Disease Of Lung | 460 | 15 | Disease | disease | CF lung disease
36294807 | @DISEASE_Cystic_Fibrosis | Cystic Fibrosis | 540 | 2 | Disease | disease | CF
36294807 | @DISEASE_Respiratory_Tract_Infections | Respiratory Tract Infections | 771 | 22 | Disease | disease | respiratory infections
36595044 | @DISEASE_Melanoma | Melanoma | 99 | 8 | Disease | disease | melanoma
36595044 | @DISEASE_Neoplasms | Neoplasms | 169 | 5 | Disease | disease | tumor
36595044 | @GENE_CD8A | CD8A | 221 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 385 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 397 | 3 | Gene | gene | CD8
36595044 | @DISEASE_Melanoma | Melanoma | 432 | 8 | Disease | disease | melanoma
36595044 | @DISEASE_Melanoma | Melanoma | 566 | 8 | Disease | disease | melanoma
36595044 | @DISEASE_Neoplasms | Neoplasms | 593 | 6 | Disease | disease | Cancer
36595044 | @GENE_CD8A | CD8A | 711 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 800 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 837 | 3 | Gene | gene | CD8
36595044 | @DISEASE_Melanoma | Melanoma | 934 | 8 | Disease | disease | melanoma
36595044 | @GENE_CD8A | CD8A | 993 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1076 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1257 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1302 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8B | CD8B | 1329 | 4 | Gene | gene | CD8B
36595044 | @DISEASE_Neoplasms | Neoplasms | 1380 | 6 | Disease | disease | tumors
36595044 | @GENE_CD8A | CD8A | 1399 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1561 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1690 | 3 | Gene | gene | CD8
36595044 | @GENE_CD274 | CD274 | 1707 | 5 | Gene | gene | PD-L1
36595044 | @GENE_CD8A | CD8A | 1862 | 3 | Gene | gene | CD8
36595044 | @GENE_CD8A | CD8A | 1923 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 79 | 3 | Gene | gene | CD8
36816742 | @DISEASE_Osteosarcoma | Osteosarcoma | 155 | 12 | Disease | disease | Osteosarcoma
36816742 | @DISEASE_Osteosarcoma | Osteosarcoma | 169 | 12 | Disease | disease | Osteosarcoma
36816742 | @DISEASE_Neoplasms | Neoplasms | 192 | 15 | Disease | disease | malignant tumor
36816742 | @DISEASE_Neoplasms | Neoplasms | 401 | 5 | Disease | disease | tumor
36816742 | @GENE_PTPRC | PTPRC | 768 | 5 | Gene | gene | PTPRC
36816742 | @GENE_CD8A | CD8A | 987 | 4 | Gene | gene | CD8A
36816742 | @GENE_CD8B | CD8B | 996 | 4 | Gene | gene | CD8B
36816742 | @GENE_CD8A | CD8A | 1011 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1102 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1203 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1248 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1398 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1462 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1572 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1747 | 3 | Gene | gene | CD8
36816742 | @GENE_CD8A | CD8A | 1794 | 3 | Gene | gene | CD8
36979667 | @GENE_STK11 | STK11 | 20 | 15 | Gene | gene | Liver Kinase B1
36979667 | @GENE_STK11 | STK11 | 37 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 46 | 14 | Disease | disease | Gastric Cancer
36979667 | @DISEASE_Neoplasms | Neoplasms | 72 | 5 | Disease | disease | Tumor
36979667 | @GENE_STK11 | STK11 | 105 | 15 | Gene | gene | Liver kinase B1
36979667 | @GENE_STK11 | STK11 | 122 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Neoplasms | Neoplasms | 133 | 5 | Disease | disease | tumor
36979667 | @DISEASE_Neoplasms | Neoplasms | 213 | 5 | Disease | disease | tumor
36979667 | @GENE_STK11 | STK11 | 243 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 292 | 14 | Disease | disease | gastric cancer
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 308 | 2 | Disease | disease | GC
36979667 | @DISEASE_Neoplasms | Neoplasms | 327 | 5 | Disease | disease | tumor
36979667 | @GENE_STK11 | STK11 | 384 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 467 | 2 | Disease | disease | GC
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 562 | 2 | Disease | disease | GC
36979667 | @GENE_PDCD1 | PDCD1 | 660 | 4 | Gene | gene | PD-1
36979667 | @GENE_CD274 | CD274 | 666 | 5 | Gene | gene | PD-L1
36979667 | @GENE_CD8A | CD8A | 673 | 4 | Gene | gene | CD8A
36979667 | @GENE_CD8B | CD8B | 679 | 4 | Gene | gene | CD8B
36979667 | @GENE_CD28 | CD28 | 685 | 4 | Gene | gene | CD28
36979667 | @GENE_GZMM | GZMM | 695 | 4 | Gene | gene | GZMM
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 738 | 2 | Disease | disease | GC
36979667 | @GENE_STK11 | STK11 | 761 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 798 | 17 | Disease | disease | gastric cancerous
36979667 | @GENE_STK11 | STK11 | 825 | 4 | Gene | gene | LKB1
36979667 | @GENE_CD8A | CD8A | 858 | 3 | Gene | gene | CD8
36979667 | @GENE_CD8A | CD8A | 871 | 3 | Gene | gene | CD8
36979667 | @GENE_CD28 | CD28 | 875 | 4 | Gene | gene | CD28
36979667 | @GENE_CD8A | CD8A | 934 | 3 | Gene | gene | CD8
36979667 | @GENE_IFNG | IFNG | 959 | 9 | Gene | gene | IFN-gamma
36979667 | @DISEASE_Neoplasms | Neoplasms | 974 | 6 | Disease | disease | cancer
36979667 | @GENE_CD8A | CD8A | 1033 | 3 | Gene | gene | CD8
36979667 | @GENE_IFNG | IFNG | 1097 | 9 | Gene | gene | IFN-gamma
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1129 | 2 | Disease | disease | GC
36979667 | @GENE_STK11 | STK11 | 1150 | 4 | Gene | gene | LKB1
36979667 | @CHEMICAL_pembrolizumab | pembrolizumab | 1277 | 13 | Chemical | chemical | pembrolizumab
36979667 | @GENE_STK11 | STK11 | 1307 | 4 | Gene | gene | LKB1
36979667 | @DISEASE_Stomach_Neoplasms | Stomach Neoplasms | 1352 | 2 | Disease | disease | GC
37674082 | @GENE_INSM1 | Insm1 | 1087 | 5 | Gene | gene | Insm1
37674082 | @GENE_GHRL | Ghrl | 1170 | 7 | Gene | gene | ghrelin
37674082 | @GENE_SPIB | Spib | 1232 | 4 | Gene | gene | Spib
37674082 | @GENE_IGHA | Igha | 1306 | 3 | Gene | gene | IgA
37781365 | @GENE_CD8A | CD8A | 5 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Neoplasms | Neoplasms | 9 | 5 | Disease | disease | tumor
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 89 | 34 | Disease | disease | angioimmunoblastic T-cell lymphoma
37781365 | @GENE_CD8A | CD8A | 151 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Neoplasms | Neoplasms | 156 | 5 | Disease | disease | tumor
37781365 | @DISEASE_Neoplasms | Neoplasms | 289 | 5 | Disease | disease | tumor
37781365 | @GENE_CD8A | CD8A | 339 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 351 | 34 | Disease | disease | angioimmunoblastic T cell lymphoma
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 387 | 4 | Disease | disease | AITL
37781365 | @GENE_CD8A | CD8A | 468 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 480 | 4 | Disease | disease | AITL
37781365 | @GENE_CD8A | CD8A | 550 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 580 | 4 | Disease | disease | AITL
37781365 | @GENE_CD8A | CD8A | 724 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 820 | 4 | Gene | gene | CD8A
37781365 | @GENE_CD8B | CD8B | 826 | 4 | Gene | gene | CD8B
37781365 | @GENE_GZMA | GZMA | 832 | 4 | Gene | gene | GZMA
37781365 | @GENE_GZMB | GZMB | 838 | 4 | Gene | gene | GZMB
37781365 | @GENE_PRF1 | PRF1 | 848 | 4 | Gene | gene | PRF1
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 857 | 4 | Disease | disease | AITL
37781365 | @GENE_CD8A | CD8A | 975 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 1173 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 1226 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 1397 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 1486 | 3 | Gene | gene | CD8
37781365 | @GENE_CD8A | CD8A | 1575 | 3 | Gene | gene | CD8
37781365 | @DISEASE_Lymphoma_T_Cell | Lymphoma T-Cell | 1623 | 4 | Disease | disease | AITL
37819133 | @GENE_STAT1 | STAT1 | 78 | 5 | Gene | gene | STAT1
37819133 | @GENE_STAT2 | STAT2 | 84 | 5 | Gene | gene | STAT2
37819133 | @GENE_IRF9 | IRF9 | 90 | 4 | Gene | gene | IRF9
37819133 | @GENE_KPNA1 | KPNA1 | 99 | 5 | Gene | gene | KPNA1
37819133 | @DISEASE_Skin_Diseases_Vesiculobullous | Skin Diseases Vesiculobullous | 180 | 17 | Disease | disease | vesicular disease
37819133 | @GENE_IFNA1 | IFNA1 | 268 | 3 | Gene | gene | IFN
37819133 | @GENE_IFNA1 | IFNA1 | 415 | 3 | Gene | gene | IFN
37819133 | @GENE_IFNA1 | IFNA1 | 515 | 3 | Gene | gene | IFN
37819133 | @GENE_IFNA1 | IFNA1 | 628 | 9 | Gene | gene | IFN-alpha
37819133 | @GENE_STAT1 | STAT1 | 661 | 57 | Gene | gene | signal transducer and activator of transcription (STAT) 1
37819133 | @GENE_STAT2 | STAT2 | 720 | 5 | Gene | gene | STAT2
37819133 | @GENE_IRF9 | IRF9 | 731 | 30 | Gene | gene | interferon regulatory factor 9
37819133 | @GENE_IRF9 | IRF9 | 763 | 4 | Gene | gene | IRF9
37819133 | @GENE_STAT2 | STAT2 | 877 | 5 | Gene | gene | STAT2
37819133 | @GENE_STAT2 | STAT2 | 958 | 5 | Gene | gene | STAT2
37819133 | @GENE_IFNA1 | IFNA1 | 1008 | 3 | Gene | gene | IFN
37819133 | @GENE_IFNA1 | IFNA1 | 1080 | 3 | Gene | gene | IFN
37819133 | @GENE_STAT1 | STAT1 | 1263 | 5 | Gene | gene | STAT1
37819133 | @GENE_STAT2 | STAT2 | 1269 | 5 | Gene | gene | STAT2
37819133 | @GENE_STAT1 | STAT1 | 1383 | 5 | Gene | gene | STAT1
37819133 | @GENE_STAT2 | STAT2 | 1389 | 5 | Gene | gene | STAT2
37819133 | @GENE_IRF9 | IRF9 | 1395 | 4 | Gene | gene | IRF9
37819133 | @GENE_IFNA1 | IFNA1 | 1573 | 3 | Gene | gene | IFN
37819133 | @GENE_STAT1 | STAT1 | 1738 | 49 | Gene | gene | signal transducer and activator of transcription 
37819133 | @GENE_IFNA1 | IFNA1 | 1824 | 3 | Gene | gene | IFN
37819133 | @GENE_IFNA1 | IFNA1 | 2171 | 3 | Gene | gene | IFN
37819133 | @GENE_STAT1 | STAT1 | 2198 | 5 | Gene | gene | STAT1
37819133 | @GENE_STAT2 | STAT2 | 2205 | 5 | Gene | gene | STAT2
37819133 | @GENE_IRF9 | IRF9 | 2216 | 4 | Gene | gene | IRF9
37819133 | @GENE_STAT2 | STAT2 | 2235 | 5 | Gene | gene | STAT2
37819133 | @GENE_STAT1 | STAT1 | 2488 | 5 | Gene | gene | STAT1
37819133 | @GENE_STAT2 | STAT2 | 2494 | 5 | Gene | gene | STAT2
37819133 | @GENE_IRF9 | IRF9 | 2500 | 4 | Gene | gene | IRF9
15948181 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 0 | 20 | Disease | disease | Myelin deterioration
15948181 | @DISEASE_Leukodystrophy_Globoid_Cell | Leukodystrophy Globoid Cell | 298 | 27 | Disease | disease | globoid cell leukodystrophy
15948181 | @DISEASE_Leukodystrophy_Globoid_Cell | Leukodystrophy Globoid Cell | 327 | 3 | Disease | disease | GLD
15948181 | @DISEASE_Leukodystrophy_Globoid_Cell | Leukodystrophy Globoid Cell | 333 | 3 | Disease | disease | GLD
15948181 | @DISEASE_Lysosomal_Storage_Diseases | Lysosomal Storage Diseases | 342 | 26 | Disease | disease | lysosomal storage disorder
15948181 | @DISEASE_Leukodystrophy_Globoid_Cell | Leukodystrophy Globoid Cell | 385 | 31 | Disease | disease | galactocerebrosidase deficiency
15948181 | @DISEASE_Hereditary_Central_Nervous_System_Demyelinating_Diseases | Hereditary Central Nervous System Demyelinating Diseases | 426 | 40 | Disease | disease | central and peripheral myelin impairment
15948181 | @DISEASE_Death | Death | 479 | 5 | Disease | disease | death
15948181 | @CHEMICAL_Luxol_Fast_Blue_MBS | Luxol Fast Blue MBS | 1415 | 15 | Chemical | chemical | Luxol fast blue
15948181 | @DISEASE_Retrograde_Degeneration | Retrograde Degeneration | 1457 | 6 | Disease | disease | axonal
15948181 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 1464 | 20 | Disease | disease | myelin deterioration
15948181 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 1645 | 14 | Disease | disease | dysmyelination
16716220 | @CHEMICAL_mica | mica | 1636 | 4 | Chemical | chemical | micA
16894629 | @DISEASE_Mitochondrial_Diseases | Mitochondrial Diseases | 38 | 23 | Disease | disease | mitochondrial pathology
16894629 | @CHEMICAL_Zidovudine | Zidovudine | 107 | 10 | Chemical | chemical | Zidovudine
16894629 | @DISEASE_HIV_Infections | HIV Infections | 218 | 48 | Disease | disease | human immunodeficiency virus-1 (HIV-1) infection
16894629 | @DISEASE_Mitochondrial_Diseases | Mitochondrial Diseases | 281 | 22 | Disease | disease | mitochondrial toxicity
16894629 | @DISEASE_Mitochondrial_Diseases | Mitochondrial Diseases | 322 | 23 | Disease | disease | mitochondrial pathology
16894629 | @CHEMICAL_Zidovudine | Zidovudine | 434 | 10 | Chemical | chemical | Zidovudine
16894629 | @CHEMICAL_Arginine | Arginine | 445 | 1 | Chemical | chemical | R
16894629 | @CHEMICAL_Zidovudine | Zidovudine | 449 | 3 | Chemical | chemical | AZT
16894629 | @CHEMICAL_Zidovudine | Zidovudine | 1003 | 3 | Chemical | chemical | AZT
16894629 | @CHEMICAL_Lipids | Lipids | 1061 | 5 | Chemical | chemical | lipid
16894629 | @CHEMICAL_Zidovudine | Zidovudine | 1567 | 3 | Chemical | chemical | AZT
16894629 | @DISEASE_Mitochondrial_Diseases | Mitochondrial Diseases | 1674 | 34 | Disease | disease | mitochondrial morphological damage
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 11 | 10 | Chemical | chemical | carbapenem
17005822 | @GENE_BLA | bla | 106 | 25 | Gene | gene | bla(ACT-1) beta-lactamase
17005822 | @CHEMICAL_Phosphates | Phosphates | 213 | 9 | Chemical | chemical | phosphate
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 301 | 11 | Chemical | chemical | carbapenems
17005822 | @CHEMICAL_Imipenem | Imipenem | 644 | 8 | Chemical | chemical | imipenem
17005822 | @CHEMICAL_Meropenem | Meropenem | 654 | 9 | Chemical | chemical | meropenem
17005822 | @CHEMICAL_sulopenem | sulopenem | 669 | 9 | Chemical | chemical | sulopenem
17005822 | @GENE_BLA | bla | 790 | 3 | Gene | gene | bla
17005822 | @GENE_BLA | bla | 802 | 3 | Gene | gene | bla
17005822 | @GENE_BLA | bla | 818 | 3 | Gene | gene | bla
17005822 | @GENE_TEM1 | tem1 | 822 | 5 | Gene | gene | TEM-1
17005822 | @GENE_BLA | bla | 846 | 3 | Gene | gene | bla
17005822 | @CHEMICAL_Aminoglycosides | Aminoglycosides | 1003 | 15 | Chemical | chemical | aminoglycosides
17005822 | @CHEMICAL_Chloramphenicol | Chloramphenicol | 1023 | 15 | Chemical | chemical | chloramphenicol
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 1151 | 10 | Chemical | chemical | carbapenem
17005822 | @GENE_MICF | MICF | 1329 | 4 | Gene | gene | micF
17005822 | @GENE_MICC | MICC | 1335 | 4 | Gene | gene | micC
17005822 | @CHEMICAL_polyacrylamide | polyacrylamide | 1553 | 14 | Chemical | chemical | polyacrylamide
17005822 | @CHEMICAL_7_hydroxy_5_11_dioxotetranorprostane_1_16_dioic_acid | 7-hydroxy-5 11-dioxotetranorprostane-1 16-dioic acid | 1713 | 4 | Chemical | chemical | pGEM
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 1873 | 10 | Chemical | chemical | carbapenem
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 2092 | 10 | Chemical | chemical | carbapenem
17005822 | @CHEMICAL_Carbapenems | Carbapenems | 2285 | 10 | Chemical | chemical | carbapenem
17005822 | @CHEMICAL_Phosphates | Phosphates | 2387 | 9 | Chemical | chemical | phosphate
17573935 | @DISEASE_Infections | Infections | 741 | 9 | Disease | disease | Infection
17903297 | @DISEASE_Stroke | Stroke | 299 | 6 | Disease | disease | stroke
17903297 | @DISEASE_Dementia | Dementia | 307 | 8 | Disease | disease | dementia
17903297 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 320 | 19 | Disease | disease | Alzheimer's disease
17903297 | @DISEASE_Alzheimer_Disease | Alzheimer Disease | 341 | 2 | Disease | disease | AD
17903297 | @DISEASE_Stroke | Stroke | 517 | 6 | Disease | disease | stroke
17903297 | @DISEASE_Dementia | Dementia | 529 | 8 | Disease | disease | dementia
17903297 | @DISEASE_Leukoencephalopathies | Leukoencephalopathies | 1200 | 27 | Disease | disease | white matter hyperintensity
17903297 | @DISEASE_Leukoencephalopathies | Leukoencephalopathies | 1229 | 3 | Disease | disease | WMH
17903297 | @GENE_SORL1 | SORL1 | 1635 | 5 | Gene | gene | SORL1
17903297 | @VARIANT_rs1131497 | rs1131497 | 1642 | 9 | Variant | variant | rs1131497
17903297 | @GENE_CDH4 | CDH4 | 1723 | 4 | Gene | gene | CDH4
17903297 | @VARIANT_rs1970546 | rs1970546 | 1729 | 9 | Variant | variant | rs1970546
17903297 | @GENE_SORL1 | SORL1 | 1768 | 5 | Gene | gene | SORL1
