35408447 | @GENE_AGTR1 | AGTR1 | 32 | 4 | Gene | gene | AT1R
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 199 | 2 | Disease | disease | ON
25593026 | @GENE_CD19 | CD19 | 312 | 4 | Gene | gene | CD19
25593026 | @GENE_CD14 | CD14 | 329 | 4 | Gene | gene | CD14
25593026 | @GENE_CD4 | CD4 | 354 | 3 | Gene | gene | CD4
25593026 | @GENE_CD8A | CD8A | 365 | 3 | Gene | gene | CD8
25593026 | @DISEASE_Multiple_Sclerosis | Multiple Sclerosis | 443 | 2 | Disease | disease | MS
25593026 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 503 | 13 | Disease | disease | demyelinating
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 526 | 2 | Disease | disease | ON
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 656 | 2 | Disease | disease | ON
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 981 | 2 | Disease | disease | ON
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 1189 | 2 | Disease | disease | ON
25593026 | @GENE_CD19 | CD19 | 1317 | 4 | Gene | gene | CD19
25593026 | @GENE_CD14 | CD14 | 1326 | 4 | Gene | gene | CD14
25593026 | @GENE_CD4 | CD4 | 1339 | 3 | Gene | gene | CD4
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 1377 | 2 | Disease | disease | ON
25593026 | @GENE_CD8A | CD8A | 1428 | 3 | Gene | gene | CD8
25593026 | @GENE_CD19 | CD19 | 1467 | 4 | Gene | gene | CD19
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 1505 | 2 | Disease | disease | ON
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 1990 | 2 | Disease | disease | ON
25593026 | @GENE_CD14 | CD14 | 2013 | 4 | Gene | gene | CD14
25593026 | @GENE_CD4 | CD4 | 2025 | 3 | Gene | gene | CD4
25593026 | @GENE_CD8A | CD8A | 2051 | 3 | Gene | gene | CD8
25593026 | @GENE_CD19 | CD19 | 2115 | 4 | Gene | gene | CD19
25593026 | @DISEASE_Demyelinating_Diseases | Demyelinating Diseases | 2188 | 13 | Disease | disease | demyelinating
25593026 | @DISEASE_Optic_Neuritis | Optic Neuritis | 2217 | 2 | Disease | disease | ON
25928883 | @DISEASE_Pneumococcal_Infections | Pneumococcal Infections | 154 | 20 | Disease | disease | pneumococcal disease
25928883 | @DISEASE_Ige_Responsiveness_Atopic | Ige Responsiveness Atopic | 276 | 5 | Disease | disease | atopy
25928883 | @DISEASE_Asthma | Asthma | 286 | 6 | Disease | disease | asthma
25928883 | @CHEMICAL_Choline | Choline | 376 | 7 | Chemical | chemical | choline
25928883 | @DISEASE_Neoplasm_Invasiveness | Neoplasm Invasiveness | 418 | 16 | Disease | disease | invasive disease
25928883 | @VARIANT_rs9275596 | rs9275596 | 690 | 9 | Variant | variant | rs9275596
25928883 | @VARIANT_rs9275596 | rs9275596 | 1125 | 9 | Variant | variant | rs9275596
25928883 | @CHEMICAL_Choline | Choline | 1441 | 7 | Chemical | chemical | choline
26115946 | @DISEASE_Infections | Infections | 25 | 8 | Disease | disease | infected
26115946 | @GENE_LMNA | LMNA | 112 | 4 | Gene | gene | LMNA
26115946 | @GENE_PRKAA1 | PRKAA1 | 126 | 4 | Gene | gene | AMPK
26115946 | @DISEASE_Progeria | Progeria | 196 | 36 | Disease | disease | Hutchinson-Gilford progeria syndrome
26115946 | @GENE_CD4 | CD4 | 445 | 3 | Gene | gene | CD4
26115946 | @DISEASE_Infections | Infections | 525 | 8 | Disease | disease | infected
26115946 | @GENE_LMNA | LMNA | 980 | 4 | Gene | gene | LMNA
26115946 | @DISEASE_Progeria | Progeria | 1077 | 36 | Disease | disease | Hutchinson-Gilford progeria syndrome
26115946 | @DISEASE_Progeria | Progeria | 1115 | 4 | Disease | disease | HGPS
26115946 | @GENE_LMNA | LMNA | 1242 | 7 | Gene | gene | lamin A
26115946 | @GENE_SRSF1 | SRSF1 | 1335 | 3 | Gene | gene | ASF
26115946 | @GENE_SRSF1 | SRSF1 | 1339 | 3 | Gene | gene | SF2
26115946 | @GENE_SRSF1 | SRSF1 | 1347 | 5 | Gene | gene | SRSF1
26115946 | @GENE_SRSF6 | SRSF6 | 1358 | 5 | Gene | gene | SRp55
26115946 | @GENE_SRSF6 | SRSF6 | 1368 | 5 | Gene | gene | SRSF6
26115946 | @GENE_LMNA | LMNA | 1492 | 4 | Gene | gene | LMNA
26115946 | @GENE_SRSF1 | SRSF1 | 1747 | 3 | Gene | gene | ASF
26115946 | @GENE_SRSF1 | SRSF1 | 1751 | 3 | Gene | gene | SF2
26115946 | @GENE_SRSF6 | SRSF6 | 1855 | 5 | Gene | gene | SRp55
26115946 | @GENE_C1QBP | C1QBP | 2039 | 3 | Gene | gene | p32
26115946 | @GENE_SRSF1 | SRSF1 | 2074 | 3 | Gene | gene | ASF
26115946 | @GENE_SRSF1 | SRSF1 | 2078 | 3 | Gene | gene | SF2
26115946 | @GENE_PRKAA1 | PRKAA1 | 2233 | 4 | Gene | gene | AMPK
26115946 | @GENE_SRSF6 | SRSF6 | 2412 | 5 | Gene | gene | SRp55
26115946 | @GENE_C1QBP | C1QBP | 2439 | 3 | Gene | gene | p32
26115946 | @GENE_SRSF1 | SRSF1 | 2466 | 3 | Gene | gene | ASF
26115946 | @GENE_SRSF1 | SRSF1 | 2470 | 3 | Gene | gene | SF2
26115946 | @GENE_LMNA | LMNA | 2564 | 4 | Gene | gene | LMNA
26115946 | @DISEASE_Progeroid_syndrome_neonatal | Progeroid syndrome neonatal | 2757 | 9 | Disease | disease | progeroid
26115946 | @DISEASE_Infections | Infections | 2794 | 8 | Disease | disease | infected
26115946 | @GENE_PRKAA1 | PRKAA1 | 2812 | 4 | Gene | gene | AMPK
26115946 | @CHEMICAL_Metformin | Metformin | 2848 | 9 | Chemical | chemical | metformin
26115946 | @CHEMICAL_Resveratrol | Resveratrol | 2862 | 11 | Chemical | chemical | resveratrol
26115946 | @DISEASE_Progeria | Progeria | 2948 | 4 | Disease | disease | HGPS
27068393 | @GENE_UNG | UNG | 0 | 22 | Gene | gene | Uracil DNA glycosylase
27068393 | @GENE_CD8A | CD8A | 42 | 3 | Gene | gene | p32
27068393 | @GENE_VPR | vpr | 230 | 3 | Gene | gene | Vpr
27068393 | @GENE_VPR | vpr | 435 | 3 | Gene | gene | Vpr
27068393 | @GENE_CD4 | CD4 | 553 | 3 | Gene | gene | CD4
27068393 | @GENE_VPR | vpr | 636 | 3 | Gene | gene | Vpr
27068393 | @GENE_CD8A | CD8A | 690 | 3 | Gene | gene | p32
27068393 | @GENE_RPA2 | RPA2 | 703 | 5 | Gene | gene | RPA32
27068393 | @GENE_RPA1 | RPA1 | 740 | 3 | Gene | gene | RPA
27068393 | @GENE_RPA2 | RPA2 | 1190 | 5 | Gene | gene | RPA32
27068393 | @GENE_RPA2 | RPA2 | 1284 | 5 | Gene | gene | RPA32
27068393 | @GENE_RPA2 | RPA2 | 1529 | 5 | Gene | gene | RPA32
31681580 | @GENE_C1QBP | C1QBP | 23 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 29 | 3 | Gene | gene | p32
31681580 | @GENE_C1QBP | C1QBP | 33 | 5 | Gene | gene | HABP1
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 60 | 30 | Disease | disease | Malignant Pleural Mesothelioma
31681580 | @GENE_C1QBP | C1QBP | 218 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 224 | 3 | Gene | gene | p32
31681580 | @GENE_C1QBP | C1QBP | 228 | 5 | Gene | gene | HABP1
31681580 | @DISEASE_Neoplasms | Neoplasms | 268 | 7 | Disease | disease | cancers
31681580 | @DISEASE_Adenocarcinoma | Adenocarcinoma | 290 | 15 | Disease | disease | adenocarcinomas
31681580 | @GENE_C1QBP | C1QBP | 331 | 5 | Gene | gene | gC1qR
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 351 | 30 | Disease | disease | malignant pleural mesothelioma
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 383 | 3 | Disease | disease | MPM
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 546 | 3 | Disease | disease | MPM
31681580 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 588 | 11 | Disease | disease | sarcomatoid
31681580 | @GENE_C1QBP | C1QBP | 658 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 835 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 1042 | 5 | Gene | gene | gC1qR
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 1147 | 15 | Disease | disease | epithelioid MPM
31681580 | @GENE_C1QBP | C1QBP | 1169 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 1432 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 1548 | 5 | Gene | gene | gC1qR
31681580 | @DISEASE_Neoplasms | Neoplasms | 1587 | 5 | Disease | disease | tumor
31681580 | @GENE_CD4 | CD4 | 1636 | 3 | Gene | gene | CD4
31681580 | @GENE_C1QBP | C1QBP | 1712 | 5 | Gene | gene | gC1qR
31681580 | @GENE_C1QBP | C1QBP | 1775 | 5 | Gene | gene | gC1qR
31681580 | @DISEASE_Mesothelioma_Malignant | Mesothelioma Malignant | 1795 | 3 | Disease | disease | MPM
31681580 | @GENE_C1QBP | C1QBP | 1818 | 5 | Gene | gene | gC1qR
36584296 | @GENE_ING2 | ING2 | 22 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 43 | 3 | Gene | gene | Tat
36584296 | @GENE_RBM8A | RBM8A | 81 | 3 | Gene | gene | TAR
36584296 | @GENE_TAT | TAT | 234 | 3 | Gene | gene | Tat
36584296 | @GENE_ING2 | ING2 | 552 | 3 | Gene | gene | p32
36584296 | @GENE_ING2 | ING2 | 569 | 42 | Gene | gene | ASF/SF2 splicing factor-associated protein
36584296 | @GENE_ING2 | ING2 | 800 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 860 | 3 | Gene | gene | Tat
36584296 | @GENE_TAT | TAT | 874 | 3 | Gene | gene | Tat
36584296 | @GENE_CDK9 | CDK9 | 954 | 4 | Gene | gene | CDK9
36584296 | @GENE_CCNT1 | CCNT1 | 959 | 5 | Gene | gene | CCNT1
36584296 | @GENE_RBM8A | RBM8A | 969 | 3 | Gene | gene | TAR
36584296 | @GENE_ING2 | ING2 | 1123 | 3 | Gene | gene | p32
36584296 | @GENE_CD4 | CD4 | 1178 | 3 | Gene | gene | CD4
36584296 | @DISEASE_HIV_Infections | HIV Infections | 1197 | 24 | Disease | disease | HIV chronically infected
36584296 | @GENE_ING2 | ING2 | 1269 | 3 | Gene | gene | p32
36584296 | @GENE_ING2 | ING2 | 1327 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 1354 | 3 | Gene | gene | Tat
36584296 | @GENE_ING2 | ING2 | 1387 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 1427 | 3 | Gene | gene | Tat
36584296 | @GENE_TAT | TAT | 1456 | 3 | Gene | gene | Tat
36584296 | @GENE_ING2 | ING2 | 1497 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 1517 | 3 | Gene | gene | Tat
36584296 | @GENE_ING2 | ING2 | 1588 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 1606 | 3 | Gene | gene | Tat
36584296 | @GENE_RBM8A | RBM8A | 1627 | 3 | Gene | gene | TAR
36584296 | @GENE_TAT | TAT | 1661 | 3 | Gene | gene | Tat
36584296 | @GENE_ING2 | ING2 | 1716 | 3 | Gene | gene | p32
36584296 | @GENE_TAT | TAT | 1772 | 3 | Gene | gene | Tat
36584296 | @GENE_TAT | TAT | 1794 | 3 | Gene | gene | Tat
37143494 | @DISEASE_Coccidiosis | Coccidiosis | 344 | 11 | Disease | disease | coccidiosis
37143494 | @DISEASE_Poultry_Diseases | Poultry Diseases | 366 | 15 | Disease | disease | poultry disease
37143494 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 1119 | 3 | Chemical | chemical | ATP
37143494 | @GENE_CD8A | CD8A | 1873 | 8 | Gene | gene | CD8alpha
37143494 | @GENE_CD4 | CD4 | 2182 | 3 | Gene | gene | CD4
37143494 | @CHEMICAL_Adenosine_Triphosphate | Adenosine Triphosphate | 2330 | 3 | Chemical | chemical | ATP
37189345 | @GENE_GHR | GHR | 11 | 3 | Gene | gene | GHR
37189345 | @DISEASE_Hypoglycemia | Hypoglycemia | 39 | 12 | Disease | disease | Hypoglycemia
37189345 | @DISEASE_Laron_Syndrome | Laron Syndrome | 91 | 14 | Disease | disease | Laron Syndrome
37189345 | @DISEASE_Laron_Syndrome | Laron Syndrome | 107 | 14 | Disease | disease | Laron syndrome
37189345 | @DISEASE_Laron_Syndrome | Laron Syndrome | 123 | 2 | Disease | disease | LS
37189345 | @DISEASE_Genetic_Diseases_Inborn | Genetic Diseases Inborn | 137 | 16 | Disease | disease | genetic disorder
37189345 | @GENE_IGF1 | IGF1 | 185 | 28 | Gene | gene | insulin-like growth factor 1
37189345 | @GENE_IGF1 | IGF1 | 215 | 4 | Gene | gene | IGF1
37189345 | @GENE_GHR | GHR | 284 | 23 | Gene | gene | growth hormone receptor
37189345 | @GENE_GHR | GHR | 314 | 3 | Gene | gene | GHR
37189345 | @GENE_GHR | GHR | 322 | 3 | Gene | gene | GHR
37189345 | @GENE_GHR | GHR | 336 | 3 | Gene | gene | GHR
37189345 | @DISEASE_Laron_Syndrome | Laron Syndrome | 377 | 2 | Disease | disease | LS
37189345 | @DISEASE_Laron_Syndrome | Laron Syndrome | 437 | 2 | Disease | disease | LS
37189345 | @DISEASE_Hypoglycemia | Hypoglycemia | 464 | 12 | Disease | disease | hypoglycemia
37189345 | @GENE_GHR | GHR | 534 | 3 | Gene | gene | GHR
37189345 | @GENE_GHR | GHR | 592 | 3 | Gene | gene | GHR
37189345 | @GENE_GHR | GHR | 605 | 3 | Gene | gene | GHR
37189345 | @GENE_CD4 | CD4 | 819 | 3 | Gene | gene | CD4
37189345 | @GENE_CD4 | CD4 | 828 | 3 | Gene | gene | CD4
37189345 | @GENE_IFN_ALPHA_14 | IFN-ALPHA-14 | 849 | 9 | Gene | gene | IFN-alpha
37189345 | @GENE_GHR | GHR | 908 | 3 | Gene | gene | GHR
37189345 | @GENE_CD4 | CD4 | 994 | 3 | Gene | gene | CD4
37189345 | @GENE_CD8A | CD8A | 998 | 8 | Gene | gene | CD8alpha
37189345 | @GENE_IFN_ALPHA_14 | IFN-ALPHA-14 | 1029 | 9 | Gene | gene | IFN-alpha
37189345 | @GENE_CD4 | CD4 | 1215 | 3 | Gene | gene | CD4
37189345 | @GENE_CD4 | CD4 | 1224 | 3 | Gene | gene | CD4
37189345 | @GENE_GHR | GHR | 1320 | 3 | Gene | gene | GHR
37189345 | @CHEMICAL_Fatty_Acids | Fatty Acids | 1411 | 11 | Chemical | chemical | fatty acids
37189345 | @GENE_INS | INS | 1424 | 7 | Gene | gene | insulin
37189345 | @GENE_GHR | GHR | 1527 | 3 | Gene | gene | GHR
37189345 | @GENE_GHR | GHR | 1587 | 3 | Gene | gene | GHR
37207887 | @DISEASE_Fish_Diseases | Fish Diseases | 212 | 16 | Disease | disease | fish nocardiosis
37207887 | @DISEASE_Fish_Diseases | Fish Diseases | 502 | 16 | Disease | disease | fish nocardiosis
37207887 | @DISEASE_Fish_Diseases | Fish Diseases | 1424 | 16 | Disease | disease | fish nocardiosis
37261344 | @DISEASE_Inflammation | Inflammation | 897 | 12 | Disease | disease | inflammation
37261344 | @GENE_IFNG | IFNG | 1089 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_IL1B | IL1B | 1380 | 8 | Gene | gene | IL-1beta
37261344 | @GENE_IL6 | IL6 | 1393 | 4 | Gene | gene | IL-6
37261344 | @GENE_IL1B | IL1B | 1482 | 8 | Gene | gene | IL-1beta
37261344 | @GENE_CD4 | CD4 | 1649 | 3 | Gene | gene | CD4
37261344 | @GENE_IFNG | IFNG | 1877 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_CD8A | CD8A | 1887 | 8 | Gene | gene | CD8alpha
37261344 | @GENE_IFNG | IFNG | 1901 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_IFNG | IFNG | 2010 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_CD8A | CD8A | 2020 | 8 | Gene | gene | CD8alpha
37261344 | @GENE_IFNG | IFNG | 2054 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_IFNG | IFNG | 2207 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_CD8A | CD8A | 2217 | 8 | Gene | gene | CD8alpha
37261344 | @GENE_IFNG | IFNG | 2231 | 9 | Gene | gene | IFN-gamma
37261344 | @DISEASE_Inflammation | Inflammation | 2332 | 12 | Disease | disease | inflammatory
37261344 | @GENE_IFNG | IFNG | 2397 | 9 | Gene | gene | IFN-gamma
37261344 | @GENE_CD8A | CD8A | 2432 | 8 | Gene | gene | CD8alpha
37535041 | @GENE_C1QBP | C1QBP | 509 | 3 | Gene | gene | p32
37535041 | @GENE_TAT | TAT | 633 | 3 | Gene | gene | Tat
37535041 | @GENE_SMYD5 | SMYD5 | 698 | 5 | Gene | gene | SMYD5
37535041 | @GENE_TAT | TAT | 772 | 3 | Gene | gene | Tat
37535041 | @DISEASE_Infections | Infections | 999 | 9 | Disease | disease | infection
37577264 | @DISEASE_Infections | Infections | 256 | 10 | Disease | disease | infections
37577264 | @DISEASE_Chlamydia_Infections | Chlamydia Infections | 275 | 27 | Disease | disease | Chlamydia pecorum infection
37577264 | @DISEASE_Urogenital_Diseases | Urogenital Diseases | 343 | 30 | Disease | disease | ocular and urogenital diseases
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 380 | 16 | Disease | disease | Koala Retrovirus
37577264 | @DISEASE_Neoplasms | Neoplasms | 452 | 6 | Disease | disease | cancer
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 497 | 4 | Disease | disease | KoRV
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 875 | 4 | Disease | disease | KoRV
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 1130 | 4 | Disease | disease | KoRV
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 1189 | 4 | Disease | disease | KoRV
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 1286 | 4 | Disease | disease | KoRV
37577264 | @GENE_IL17A | IL17A | 1524 | 6 | Gene | gene | IL-17A
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 1632 | 4 | Disease | disease | KoRV
37577264 | @DISEASE_Retroviridae_Infections | Retroviridae Infections | 1936 | 4 | Disease | disease | KoRV
37651685 | @DISEASE_Neoplasms | Neoplasms | 56 | 6 | Disease | disease | Cancer
37651685 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 214 | 23 | Chemical | chemical | reactive oxygen species
37651685 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 239 | 3 | Chemical | chemical | ROS
37651685 | @DISEASE_Neoplasms | Neoplasms | 384 | 6 | Disease | disease | cancer
37651685 | @DISEASE_Neoplasms | Neoplasms | 447 | 5 | Disease | disease | tumor
37651685 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 473 | 10 | Disease | disease | metastasis
37651685 | @GENE_HSPA4 | HSPA4 | 592 | 21 | Gene | gene | heat shock protein 70
37651685 | @GENE_HSPA4 | HSPA4 | 615 | 5 | Gene | gene | HSP70
37651685 | @DISEASE_Neoplasms | Neoplasms | 681 | 6 | Disease | disease | cancer
37651685 | @CHEMICAL_Metals | Metals | 753 | 5 | Chemical | chemical | metal
37651685 | @CHEMICAL_Peroxides | Peroxides | 810 | 8 | Chemical | chemical | peroxide
37651685 | @DISEASE_Neoplasms | Neoplasms | 860 | 6 | Disease | disease | cancer
37651685 | @DISEASE_Neoplasms | Neoplasms | 1024 | 5 | Disease | disease | tumor
37651685 | @GENE_HSPA4 | HSPA4 | 1158 | 5 | Gene | gene | HSP70
37651685 | @GENE_CD4 | CD4 | 1202 | 3 | Gene | gene | CD4
37651685 | @GENE_CD8A | CD8A | 1217 | 8 | Gene | gene | CD8alpha
37651685 | @DISEASE_Neoplasms | Neoplasms | 1278 | 5 | Disease | disease | tumor
37651685 | @DISEASE_Neoplasms | Neoplasms | 1457 | 6 | Disease | disease | cancer
37744374 | @GENE_CD4 | CD4 | 0 | 3 | Gene | gene | CD4
37744374 | @GENE_TGFB1 | TGFB1 | 4 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 559 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 563 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 568 | 7 | Gene | gene | TGFbeta
37744374 | @DISEASE_Marek_Disease | Marek Disease | 701 | 21 | Disease | disease | Marek's Disease Virus
37744374 | @GENE_CD4 | CD4 | 748 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 752 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 757 | 7 | Gene | gene | TGFbeta
37744374 | @DISEASE_Infections | Infections | 868 | 9 | Disease | disease | infection
37744374 | @DISEASE_Atrophy | Atrophy | 1110 | 14 | Disease | disease | atrophy of the
37744374 | @GENE_CD4 | CD4 | 1200 | 3 | Gene | gene | CD4
37744374 | @GENE_CD8A | CD8A | 1209 | 8 | Gene | gene | CD8alpha
37744374 | @GENE_CD4 | CD4 | 1461 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 1465 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 1525 | 9 | Gene | gene | TGFbeta-1
37744374 | @DISEASE_Infections | Infections | 1583 | 9 | Disease | disease | infection
37744374 | @GENE_CD4 | CD4 | 1646 | 3 | Gene | gene | CD4
37744374 | @GENE_TGFB1 | TGFB1 | 1650 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 1668 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 1672 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 1677 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 1760 | 3 | Gene | gene | CD4
37744374 | @GENE_TGFB1 | TGFB1 | 1764 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 1783 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 1787 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 1792 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 2006 | 3 | Gene | gene | CD4
37744374 | @GENE_TGFB1 | TGFB1 | 2010 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 2106 | 3 | Gene | gene | CD4
37744374 | @GENE_TGFB1 | TGFB1 | 2110 | 7 | Gene | gene | TGFbeta
37744374 | @GENE_CD4 | CD4 | 2129 | 3 | Gene | gene | CD4
37744374 | @GENE_IL2RA | IL2RA | 2133 | 4 | Gene | gene | CD25
37744374 | @GENE_TGFB1 | TGFB1 | 2138 | 7 | Gene | gene | TGFbeta
37747933 | @GENE_CD8A | CD8A | 0 | 3 | Gene | gene | CD8
37747933 | @DISEASE_Infections | Infections | 154 | 9 | Disease | disease | infection
37747933 | @DISEASE_HIV_Infections | HIV Infections | 177 | 3 | Disease | disease | HIV
37747933 | @GENE_HLA_C | HLA-C | 346 | 3 | Gene | gene | MHC
37747933 | @GENE_HLA_C | HLA-C | 373 | 3 | Gene | gene | MHC
37747933 | @DISEASE_Infections | Infections | 464 | 9 | Disease | disease | infection
37747933 | @GENE_HLA_C | HLA-C | 508 | 3 | Gene | gene | MHC
37747933 | @DISEASE_Viremia | Viremia | 638 | 7 | Disease | disease | viremia
37747933 | @GENE_CD8A | CD8A | 782 | 8 | Gene | gene | CD8alpha
37747933 | @GENE_CD8A | CD8A | 893 | 8 | Gene | gene | CD8alpha
37747933 | @GENE_CD4 | CD4 | 1502 | 3 | Gene | gene | CD4
37747933 | @GENE_CD8A | CD8A | 1511 | 3 | Gene | gene | CD8
37843832 | @DISEASE_Tuberculosis | Tuberculosis | 51 | 12 | Disease | disease | tuberculosis
37843832 | @DISEASE_Tuberculosis | Tuberculosis | 120 | 12 | Disease | disease | tuberculosis
37843832 | @DISEASE_Infections | Infections | 372 | 9 | Disease | disease | infection
37843832 | @DISEASE_Granuloma | Granuloma | 404 | 10 | Disease | disease | granulomas
37843832 | @DISEASE_Pneumonia | Pneumonia | 416 | 17 | Disease | disease | lung inflammation
37843832 | @DISEASE_Bacterial_Infections | Bacterial Infections | 439 | 9 | Disease | disease | bacterial
37843832 | @DISEASE_Bacterial_Infections | Bacterial Infections | 740 | 9 | Disease | disease | bacterial
37843832 | @DISEASE_Granuloma | Granuloma | 882 | 10 | Disease | disease | granulomas
37843832 | @DISEASE_Granuloma | Granuloma | 1075 | 10 | Disease | disease | granulomas
37928528 | @DISEASE_Neoplasms | Neoplasms | 43 | 5 | Disease | disease | tumor
37928528 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 110 | 29 | Disease | disease | triple-negative breast cancer
37928528 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 161 | 29 | Disease | disease | Triple-negative breast cancer
37928528 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 192 | 4 | Disease | disease | TNBC
37928528 | @DISEASE_Neoplasms | Neoplasms | 441 | 5 | Disease | disease | tumor
37928528 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 706 | 4 | Disease | disease | TNBC
37928528 | @DISEASE_Inflammation | Inflammation | 803 | 12 | Disease | disease | inflammatory
37928528 | @DISEASE_Neoplasms | Neoplasms | 855 | 6 | Disease | disease | tumors
37928528 | @DISEASE_Neoplasms | Neoplasms | 914 | 6 | Disease | disease | cancer
37928528 | @GENE_CD4 | CD4 | 1181 | 3 | Gene | gene | CD4
37928528 | @GENE_CD8A | CD8A | 1190 | 8 | Gene | gene | CD8alpha
37928528 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1348 | 4 | Disease | disease | TNBC
37961145 | @GENE_CD4 | CD4 | 78 | 3 | Gene | gene | CD4
37961145 | @GENE_NR1I3 | NR1I3 | 113 | 25 | Gene | gene | chimeric antigen receptor
37961145 | @GENE_NR1I3 | NR1I3 | 140 | 3 | Gene | gene | CAR
37961145 | @GENE_NR1I3 | NR1I3 | 156 | 25 | Gene | gene | Chimeric antigen receptor
37961145 | @GENE_NR1I3 | NR1I3 | 183 | 3 | Gene | gene | CAR
37961145 | @DISEASE_HIV_Infections | HIV Infections | 313 | 13 | Disease | disease | HIV infection
37961145 | @GENE_NR1I3 | NR1I3 | 375 | 3 | Gene | gene | CAR
37961145 | @GENE_NR1I3 | NR1I3 | 436 | 3 | Gene | gene | CAR
37961145 | @GENE_CD4 | CD4 | 561 | 3 | Gene | gene | CD4
37961145 | @GENE_CD8A | CD8A | 590 | 8 | Gene | gene | CD8alpha
37961145 | @GENE_NR1I3 | NR1I3 | 619 | 3 | Gene | gene | CAR
