2784466 | @GENE_CD8B1 | Cd8b1 | 44 | 9 | Gene | gene | CD8 beta-
18485203 | @GENE_TNFRSF1A | TNFRSF1A | 1812 | 8 | Gene | gene | TNFRSF1A
18485203 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1896 | 3 | Gene | gene | TCR
18485203 | @GENE_CD3D | CD3D | 1912 | 4 | Gene | gene | CD3D
18485203 | @GENE_CD3G | CD3G | 1918 | 4 | Gene | gene | CD3G
18485203 | @GENE_TRAT1 | TRAT1 | 1924 | 5 | Gene | gene | TRAT1
18485203 | @GENE_ITGAL | ITGAL | 1931 | 5 | Gene | gene | ITGAL
18485203 | @GENE_ITGB1 | ITGB1 | 1938 | 5 | Gene | gene | ITGB1
18485203 | @GENE_ITGB2 | ITGB2 | 1945 | 5 | Gene | gene | ITGB2
18485203 | @GENE_CD8A | CD8A | 1952 | 4 | Gene | gene | CD8A
18485203 | @GENE_CD8A | CD8A | 1964 | 3 | Gene | gene | CD8
18485203 | @GENE_LCK | LCK | 1997 | 3 | Gene | gene | LCK
18485203 | @GENE_ZAP70 | ZAP70 | 2002 | 5 | Gene | gene | ZAP70
18485203 | @GENE_TYROBP | TYROBP | 2012 | 6 | Gene | gene | TYROBP
18485203 | @GENE_CD4 | CD4 | 2291 | 3 | Gene | gene | CD4
18485203 | @GENE_CD8A | CD8A | 2300 | 3 | Gene | gene | CD8
18485203 | @GENE_CD4 | CD4 | 2672 | 3 | Gene | gene | CD4
18485203 | @GENE_CD8A | CD8A | 2681 | 3 | Gene | gene | CD8
20190758 | @GENE_CCL17 | CCL17 | 34 | 5 | Gene | gene | CCL17
20190758 | @GENE_CCR4 | CCR4 | 40 | 4 | Gene | gene | CCR4
20190758 | @CHEMICAL_Glycolipids | Glycolipids | 432 | 10 | Chemical | chemical | glycolipid
20190758 | @GENE_CD8A | CD8A | 489 | 8 | Gene | gene | CD8alpha
20190758 | @GENE_CCL17 | CCL17 | 530 | 5 | Gene | gene | CCL17
20190758 | @GENE_CCR4 | CCR4 | 598 | 4 | Gene | gene | CCR4
20190758 | @GENE_CCR5 | CCR5 | 669 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 70 | 20 | Disease | disease | rheumatoid arthritis
22638733 | @GENE_CCR5 | CCR5 | 212 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 265 | 20 | Disease | disease | rheumatoid arthritis
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 287 | 2 | Disease | disease | RA
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 295 | 29 | Disease | disease | juvenile idiopathic arthritis
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 326 | 3 | Disease | disease | JIA
22638733 | @GENE_CCR5 | CCR5 | 397 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 427 | 2 | Disease | disease | RA
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 434 | 3 | Disease | disease | JIA
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 645 | 2 | Disease | disease | RA
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 671 | 3 | Disease | disease | JIA
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 802 | 2 | Disease | disease | RA
22638733 | @GENE_CCR5 | CCR5 | 813 | 4 | Gene | gene | CCR5
22638733 | @GENE_CCR5 | CCR5 | 964 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 988 | 2 | Disease | disease | RA
22638733 | @GENE_CCR5 | CCR5 | 1106 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 1130 | 3 | Disease | disease | JIA
22638733 | @GENE_CCR5 | CCR5 | 1326 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1381 | 2 | Disease | disease | RA
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 1388 | 3 | Disease | disease | JIA
22638733 | @GENE_CCR5 | CCR5 | 1428 | 4 | Gene | gene | CCR5
22638733 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1484 | 2 | Disease | disease | RA
22638733 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 1491 | 3 | Disease | disease | JIA
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 95 | 3 | Disease | disease | NOD
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 109 | 3 | Disease | disease | NOD
23012431 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 152 | 19 | Disease | disease | autoimmune diabetes
23012431 | @GENE_CD8A | Cd8a | 361 | 8 | Gene | gene | CD8alpha
23012431 | @DISEASE_Autoimmune_Diseases | Autoimmune Diseases | 465 | 10 | Disease | disease | autoimmune
23012431 | @GENE_CD8A | Cd8a | 523 | 8 | Gene | gene | CD8alpha
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 558 | 3 | Disease | disease | NOD
23012431 | @GENE_CD8A | Cd8a | 589 | 8 | Gene | gene | CD8alpha
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 633 | 3 | Disease | disease | NOD
23012431 | @GENE_ITGAE | Itgae | 714 | 5 | Gene | gene | CD103
23012431 | @GENE_CD207 | Cd207 | 721 | 8 | Gene | gene | Langerin
23012431 | @GENE_CLEC9A | Clec9a | 731 | 6 | Gene | gene | CLEC9A
23012431 | @GENE_CCR5 | Ccr5 | 739 | 4 | Gene | gene | CCR5
23012431 | @GENE_CD8A | Cd8a | 830 | 8 | Gene | gene | CD8alpha
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 849 | 3 | Disease | disease | NOD
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 878 | 3 | Disease | disease | NOD
23012431 | @GENE_CD8A | Cd8a | 909 | 8 | Gene | gene | CD8alpha
23012431 | @GENE_ITGAE | Itgae | 920 | 5 | Gene | gene | CD103
23012431 | @GENE_CD207 | Cd207 | 928 | 8 | Gene | gene | Langerin
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 1000 | 3 | Disease | disease | NOD
23012431 | @GENE_CD8A | Cd8a | 1015 | 8 | Gene | gene | CD8alpha
23012431 | @GENE_ITGAE | Itgae | 1026 | 5 | Gene | gene | CD103
23012431 | @GENE_CD207 | Cd207 | 1034 | 8 | Gene | gene | Langerin
23012431 | @GENE_CCR5 | Ccr5 | 1078 | 4 | Gene | gene | CCR5
23012431 | @GENE_CLEC9A | Clec9a | 1084 | 6 | Gene | gene | CLEC9A
23012431 | @GENE_IL10 | Il10 | 1096 | 5 | Gene | gene | IL-10
23012431 | @GENE_CD8A | Cd8a | 1157 | 8 | Gene | gene | CD8alpha
23012431 | @GENE_ITGAE | Itgae | 1168 | 5 | Gene | gene | CD103
23012431 | @GENE_CD207 | Cd207 | 1176 | 8 | Gene | gene | Langerin
23012431 | @GENE_CD8A | Cd8a | 1270 | 8 | Gene | gene | CD8alpha
23012431 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 1315 | 3 | Disease | disease | NOD
23012431 | @DISEASE_Diabetes_Mellitus_Type_1 | Diabetes Mellitus Type 1 | 1461 | 19 | Disease | disease | autoimmune diabetes
25166904 | @GENE_ITGAX | Itgax | 31 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 38 | 8 | Gene | gene | CD8alpha
25166904 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 75 | 8 | Disease | disease | diabetic
25166904 | @GENE_ITGAX | Itgax | 198 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 205 | 8 | Gene | gene | CD8alpha
25166904 | @GENE_CD4 | Cd4 | 227 | 3 | Gene | gene | CD4
25166904 | @GENE_CD8A | Cd8a | 271 | 8 | Gene | gene | CD8alpha
25166904 | @GENE_ITGAE | Itgae | 281 | 5 | Gene | gene | CD103
25166904 | @GENE_ITGAX | Itgax | 359 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 366 | 8 | Gene | gene | CD8alpha
25166904 | @DISEASE_Diabetes_Mellitus | Diabetes Mellitus | 414 | 8 | Disease | disease | diabetic
25166904 | @GENE_ITGAX | Itgax | 552 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 559 | 8 | Gene | gene | CD8alpha
25166904 | @GENE_ITGAX | Itgax | 669 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 676 | 8 | Gene | gene | CD8alpha
25166904 | @GENE_CD200R1 | Cd200r1 | 1100 | 6 | Gene | gene | CD200R
25166904 | @GENE_CCR5 | Ccr5 | 1108 | 4 | Gene | gene | CCR5
25166904 | @GENE_CD24A | Cd24a | 1117 | 4 | Gene | gene | CD24
25166904 | @GENE_ITGAX | Itgax | 1363 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 1370 | 8 | Gene | gene | CD8alpha
25166904 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1412 | 3 | Chemical | chemical | LPS
25166904 | @DISEASE_Inflammation | Inflammation | 1451 | 12 | Disease | disease | inflammatory
25166904 | @DISEASE_Inflammation | Inflammation | 1553 | 12 | Disease | disease | inflammatory
25166904 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 1566 | 9 | Disease | disease | cytokines
25166904 | @DISEASE_Inflammation | Inflammation | 1607 | 12 | Disease | disease | inflammatory
25166904 | @DISEASE_Myoclonic_Epilepsies_Progressive | Myoclonic Epilepsies Progressive | 1730 | 3 | Disease | disease | NOD
25166904 | @GENE_ITGAX | Itgax | 1745 | 5 | Gene | gene | CD11c
25166904 | @GENE_CD8A | Cd8a | 1752 | 8 | Gene | gene | CD8alpha
25166904 | @CHEMICAL_Lipopolysaccharides | Lipopolysaccharides | 1871 | 3 | Chemical | chemical | LPS
25853812 | @DISEASE_Fibromyalgia | Fibromyalgia | 73 | 21 | Disease | disease | fibromyalgia syndrome
25853812 | @DISEASE_Arthritis | Arthritis | 100 | 9 | Disease | disease | arthritis
25853812 | @DISEASE_Fibromyalgia | Fibromyalgia | 123 | 12 | Disease | disease | Fibromyalgia
25853812 | @DISEASE_Fibromyalgia | Fibromyalgia | 137 | 2 | Disease | disease | FM
25853812 | @DISEASE_Pain | Pain | 176 | 4 | Disease | disease | pain
25853812 | @DISEASE_Pain | Pain | 213 | 4 | Disease | disease | pain
25853812 | @DISEASE_Somatoform_Disorders | Somatoform Disorders | 256 | 13 | Disease | disease | pain disorder
25853812 | @DISEASE_Psychophysiologic_Disorders | Psychophysiologic Disorders | 357 | 22 | Disease | disease | psychosomatic disorder
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 596 | 20 | Disease | disease | rheumatoid arthritis
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 618 | 2 | Disease | disease | RA
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 625 | 17 | Disease | disease | spondyloarthritis
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 644 | 3 | Disease | disease | SpA
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 842 | 2 | Disease | disease | RA
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 849 | 4 | Disease | disease | SpA.
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1241 | 2 | Disease | disease | RA
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1249 | 3 | Disease | disease | SpA
25853812 | @GENE_CCR4 | CCR4 | 1345 | 4 | Gene | gene | CCR4
25853812 | @GENE_CCR7 | CCR7 | 1351 | 4 | Gene | gene | CCR7
25853812 | @GENE_CXCR1 | CXCR1 | 1361 | 5 | Gene | gene | CXCR1
25853812 | @GENE_KIR2DL3 | KIR2DL3 | 1370 | 28 | Gene | gene | natural killer (NK) receptor
25853812 | @GENE_KLRF1 | KLRF1 | 1400 | 5 | Gene | gene | NKp80
25853812 | @GENE_SLAMF1 | SLAMF1 | 1465 | 5 | Gene | gene | CD150
25853812 | @GENE_LAMP1 | LAMP1 | 1496 | 6 | Gene | gene | CD107a
25853812 | @GENE_CD8B | CD8B | 1522 | 7 | Gene | gene | CD8beta
25853812 | @GENE_CD44 | CD44 | 1625 | 4 | Gene | gene | CD44
25853812 | @DISEASE_Inflammation | Inflammation | 1637 | 12 | Disease | disease | inflammatory
25853812 | @GENE_CXCR1 | CXCR1 | 1670 | 5 | Gene | gene | CXCR1
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 1706 | 2 | Disease | disease | RA
25853812 | @GENE_CXCR4 | CXCR4 | 1750 | 5 | Gene | gene | CXCR4
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 1769 | 3 | Disease | disease | SpA
25853812 | @GENE_CCR4 | CCR4 | 1890 | 4 | Gene | gene | CCR4
25853812 | @GENE_CCR5 | CCR5 | 1896 | 4 | Gene | gene | CCR5
25853812 | @GENE_CXCR4 | CXCR4 | 1902 | 5 | Gene | gene | CXCR4
25853812 | @GENE_CD27 | CD27 | 1909 | 4 | Gene | gene | CD27
25853812 | @GENE_CD28 | CD28 | 1915 | 4 | Gene | gene | CD28
25853812 | @GENE_CD276 | CD276 | 1931 | 22 | Gene | gene | costimulatory molecule
25853812 | @GENE_ICOS | ICOS | 1955 | 4 | Gene | gene | ICOS
25853812 | @GENE_IL7R | IL7R | 1962 | 5 | Gene | gene | CD127
25853812 | @GENE_KLRD1 | KLRD1 | 1991 | 4 | Gene | gene | CD94
25853812 | @GENE_KLRF1 | KLRF1 | 1997 | 5 | Gene | gene | NKp80
25853812 | @GENE_CD69 | CD69 | 2026 | 4 | Gene | gene | CD69
25853812 | @GENE_ITGA4 | ITGA4 | 2059 | 5 | Gene | gene | CD49d
25853812 | @GENE_DPP4 | DPP4 | 2085 | 4 | Gene | gene | CD26
25853812 | @DISEASE_Arthritis_Rheumatoid | Arthritis Rheumatoid | 2268 | 2 | Disease | disease | RA
25853812 | @DISEASE_Spondylitis_Ankylosing | Spondylitis Ankylosing | 2276 | 3 | Disease | disease | SpA
25911114 | @DISEASE_Inflammation | Inflammation | 35 | 12 | Disease | disease | inflammatory
25911114 | @DISEASE_Lead_Poisoning_Nervous_System | Lead Poisoning Nervous System | 212 | 6 | Disease | disease | damage
25911114 | @DISEASE_Egg_Hypersensitivity | Egg Hypersensitivity | 283 | 8 | Disease | disease | egg-drop
25911114 | @DISEASE_Cancer_of_the_oviduct | Cancer of the oviduct | 805 | 17 | Disease | disease | oviductal lesions
25911114 | @GENE_CD3D | CD3D | 916 | 3 | Gene | gene | CD3
25911114 | @GENE_CD4 | CD4 | 922 | 3 | Gene | gene | CD4
25911114 | @GENE_CD3D | CD3D | 933 | 3 | Gene | gene | CD3
25911114 | @GENE_CD8A | CD8A | 939 | 8 | Gene | gene | CD8alpha
25911114 | @DISEASE_Lead_Poisoning_Nervous_System | Lead Poisoning Nervous System | 977 | 6 | Disease | disease | damage
25911114 | @GENE_TLR3 | TLR3 | 1178 | 12 | Gene | gene | TLR3 (7, 21)
25911114 | @GENE_IFIH1 | IFIH1 | 1192 | 4 | Gene | gene | MDA5
25911114 | @GENE_IL2 | IL2 | 1198 | 4 | Gene | gene | IL-2
25911114 | @GENE_IFNW1 | IFNW1 | 1204 | 8 | Gene | gene | IFN-beta
25911114 | @GENE_IL8L2 | IL8L2 | 1222 | 6 | Gene | gene | CXCLi2
25911114 | @GENE_XCL1 | XCL1 | 1230 | 4 | Gene | gene | XCL1
25911114 | @GENE_XCR1 | XCR1 | 1236 | 4 | Gene | gene | XCR1
25911114 | @GENE_CCR5 | CCR5 | 1245 | 4 | Gene | gene | CCR5
25911114 | @GENE_IFNA3 | IFNA3 | 1342 | 9 | Gene | gene | IFN-alpha
25911114 | @DISEASE_Infections | Infections | 1378 | 9 | Disease | disease | infection
25911114 | @DISEASE_Inflammation | Inflammation | 1440 | 12 | Disease | disease | inflammatory
25911114 | @DISEASE_Inflammation | Inflammation | 1543 | 12 | Disease | disease | inflammatory
25911114 | @DISEASE_Lead_Poisoning_Nervous_System | Lead Poisoning Nervous System | 1751 | 6 | Disease | disease | damage
26891909 | @DISEASE_Liver_Diseases | Liver Diseases | 251 | 14 | Disease | disease | liver diseases
26891909 | @GENE_CD8B | Cd8b | 842 | 7 | Gene | gene | CD8beta
26891909 | @GENE_VCAM1 | Vcam1 | 999 | 33 | Gene | gene | vascular cell adhesion molecule-1
26891909 | @GENE_VCAM1 | Vcam1 | 1034 | 6 | Gene | gene | VCAM-1
26891909 | @GENE_ICAM1 | Icam1 | 1138 | 33 | Gene | gene | intercellular adhesion molecule-1
26891909 | @GENE_ICAM1 | Icam1 | 1173 | 6 | Gene | gene | ICAM-1
26891909 | @GENE_CD44 | Cd44 | 1311 | 4 | Gene | gene | CD44
26891909 | @GENE_ICAM1 | Icam1 | 1318 | 6 | Gene | gene | ICAM-1
26891909 | @GENE_CXCR3 | Cxcr3 | 1327 | 5 | Gene | gene | CXCR3
26891909 | @GENE_CCR5 | Ccr5 | 1335 | 4 | Gene | gene | CCR5
26891909 | @GENE_CXCL10 | Cxcl10 | 1443 | 6 | Gene | gene | CXCL10
26891909 | @GENE_VCAM1 | Vcam1 | 1699 | 6 | Gene | gene | VCAM-1
26891909 | @GENE_CXCL10 | Cxcl10 | 1877 | 6 | Gene | gene | CXCL10
26891909 | @GENE_CXCR3 | Cxcr3 | 1888 | 5 | Gene | gene | CXCR3
27846843 | @DISEASE_Inflammation | Inflammation | 7 | 12 | Disease | disease | inflammatory
27846843 | @GENE_TLR3 | TLR3 | 1050 | 9 | Gene | gene | TLR3/7/21
27846843 | @GENE_IFIH1 | IFIH1 | 1061 | 4 | Gene | gene | MDA5
27846843 | @GENE_IL2 | IL2 | 1067 | 12 | Gene | gene | IL-2/6/1beta
27846843 | @GENE_IFNW1 | IFNW1 | 1081 | 8 | Gene | gene | IFN-beta
27846843 | @GENE_IL8L2 | IL8L2 | 1091 | 8 | Gene | gene | CXCLi1/2
27846843 | @GENE_CCR5 | CCR5 | 1105 | 4 | Gene | gene | CCR5
27846843 | @GENE_IL2 | IL2 | 1168 | 4 | Gene | gene | IL-2
27846843 | @DISEASE_Infections | Infections | 1239 | 9 | Disease | disease | infection
27846843 | @DISEASE_Infections | Infections | 1270 | 9 | Disease | disease | Infection
27846843 | @GENE_CD3D | CD3D | 1287 | 3 | Gene | gene | CD3
27846843 | @GENE_CD4 | CD4 | 1291 | 3 | Gene | gene | CD4
27846843 | @GENE_CD3D | CD3D | 1300 | 3 | Gene | gene | CD3
27846843 | @GENE_CD8A | CD8A | 1304 | 8 | Gene | gene | CD8alpha
27846843 | @DISEASE_Cancer_of_the_oviduct | Cancer of the oviduct | 1802 | 27 | Disease | disease | dysfunction of the oviducts
30004616 | @GENE_FLT3L | Flt3l | 0 | 33 | Gene | gene | Fms-Like Tyrosine Kinase 3-Ligand
30004616 | @GENE_CD8A | Cd8a | 102 | 8 | Gene | gene | CD8alpha
30004616 | @GENE_TRAV6_3 | Trav6-3 | 160 | 3 | Gene | gene | TCR
30004616 | @GENE_TRAV6_3 | Trav6-3 | 220 | 3 | Gene | gene | TCR
30004616 | @GENE_CD4 | Cd4 | 347 | 3 | Gene | gene | CD4
30004616 | @GENE_IL2RA | Il2ra | 352 | 4 | Gene | gene | CD25
30004616 | @GENE_FOXP3 | Foxp3 | 358 | 5 | Gene | gene | FoxP3
30004616 | @GENE_FLT3L | Flt3l | 593 | 33 | Gene | gene | Fms-like tyrosine kinase 3-ligand
30004616 | @GENE_FLT3L | Flt3l | 637 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_PTPRC | Ptprc | 706 | 4 | Gene | gene | B220
30004616 | @GENE_ITGAX | Itgax | 712 | 5 | Gene | gene | CD11c
30004616 | @GENE_ITGAM | Itgam | 719 | 5 | Gene | gene | CD11b
30004616 | @GENE_FLT3L | Flt3l | 811 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_FLT3L | Flt3l | 836 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_FLT3L | Flt3l | 860 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_CD4 | Cd4 | 1088 | 3 | Gene | gene | CD4
30004616 | @GENE_IL2RA | Il2ra | 1093 | 4 | Gene | gene | CD25
30004616 | @GENE_FOXP3 | Foxp3 | 1099 | 5 | Gene | gene | Foxp3
30004616 | @GENE_FLT3L | Flt3l | 1116 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_CXCR3 | Cxcr3 | 1221 | 5 | Gene | gene | CXCR3
30004616 | @GENE_CCR5 | Ccr5 | 1231 | 4 | Gene | gene | CCR5
30004616 | @GENE_FLT3L | Flt3l | 1270 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_FLT3L | Flt3l | 1375 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_FLT3L | Flt3l | 1490 | 6 | Gene | gene | Flt3-L
30004616 | @GENE_FLT3L | Flt3l | 1627 | 6 | Gene | gene | Flt3-L
32081834 | @GENE_CD8A | CD8A | 40 | 3 | Gene | gene | CD8
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 100 | 31 | Disease | disease | clear cell renal cell carcinoma
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 133 | 31 | Disease | disease | Clear cell renal cell carcinoma
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 166 | 5 | Disease | disease | ccRCC
32081834 | @DISEASE_Kidney_Neoplasms | Kidney Neoplasms | 204 | 13 | Disease | disease | kidney cancer
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 303 | 5 | Disease | disease | ccRCC
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 478 | 5 | Disease | disease | ccRCC
32081834 | @GENE_CD8A | CD8A | 575 | 3 | Gene | gene | CD8
32081834 | @GENE_LCK | LCK | 604 | 3 | Gene | gene | LCK
32081834 | @GENE_CD2 | CD2 | 609 | 3 | Gene | gene | CD2
32081834 | @GENE_CD3D | CD3D | 614 | 4 | Gene | gene | CD3D
32081834 | @GENE_CD3G | CD3G | 620 | 4 | Gene | gene | CD3G
32081834 | @GENE_IRF1 | IRF1 | 626 | 4 | Gene | gene | IRF1
32081834 | @GENE_IFNG | IFNG | 632 | 4 | Gene | gene | IFNG
32081834 | @GENE_CCR5 | CCR5 | 638 | 4 | Gene | gene | CCR5
32081834 | @GENE_CD8A | CD8A | 644 | 4 | Gene | gene | CD8A
32081834 | @GENE_CCL5 | CCL5 | 650 | 4 | Gene | gene | CCL5
32081834 | @GENE_CXCL9 | CXCL9 | 660 | 5 | Gene | gene | CXCL9
32081834 | @DISEASE_Neoplasms | Neoplasms | 786 | 6 | Disease | disease | Cancer
32081834 | @DISEASE_Neoplasms | Neoplasms | 895 | 5 | Disease | disease | tumor
32081834 | @DISEASE_Neoplasms | Neoplasms | 942 | 5 | Disease | disease | tumor
32081834 | @GENE_CCL5 | CCL5 | 1017 | 4 | Gene | gene | CCL5
32081834 | @GENE_CCL5 | CCL5 | 1128 | 4 | Gene | gene | CCL5
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1182 | 5 | Disease | disease | ccRCC
32081834 | @GENE_CCL5 | CCL5 | 1245 | 4 | Gene | gene | CCL5
32081834 | @GENE_CD8A | CD8A | 1315 | 3 | Gene | gene | CD8
32081834 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1343 | 5 | Disease | disease | ccRCC
33204151 | @GENE_CD70 | CD70 | 40 | 4 | Gene | gene | CD70
33204151 | @GENE_CD27 | CD27 | 49 | 4 | Gene | gene | CD27
33204151 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 86 | 34 | Disease | disease | Esophageal Squamous Cell Carcinoma
33204151 | @GENE_CD27 | CD27 | 136 | 4 | Gene | gene | CD27
33204151 | @GENE_CD27 | CD27 | 239 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 318 | 4 | Gene | gene | CD70
33204151 | @GENE_CD27 | CD27 | 409 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 418 | 4 | Gene | gene | CD70
33204151 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 451 | 34 | Disease | disease | esophageal squamous cell carcinoma
33204151 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 487 | 4 | Disease | disease | ESCC
33204151 | @GENE_CD27 | CD27 | 745 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 754 | 4 | Gene | gene | CD70
33204151 | @GENE_CD8A | CD8A | 809 | 3 | Gene | gene | CD8
33204151 | @GENE_CD27 | CD27 | 909 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 918 | 4 | Gene | gene | CD70
33204151 | @DISEASE_Esophageal_Squamous_Cell_Carcinoma | Esophageal Squamous Cell Carcinoma | 957 | 4 | Disease | disease | ESCC
33204151 | @GENE_CD27 | CD27 | 1001 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 1010 | 4 | Gene | gene | CD70
33204151 | @DISEASE_Neoplasms | Neoplasms | 1093 | 5 | Disease | disease | tumor
33204151 | @DISEASE_Neoplasms | Neoplasms | 1131 | 5 | Disease | disease | tumor
33204151 | @GENE_CD27 | CD27 | 1163 | 4 | Gene | gene | CD27
33204151 | @GENE_CD70 | CD70 | 1172 | 4 | Gene | gene | CD70
33204151 | @DISEASE_Neoplasms | Neoplasms | 1246 | 5 | Disease | disease | tumor
33204151 | @GENE_CD27 | CD27 | 1303 | 4 | Gene | gene | CD27
33204151 | @GENE_CD8A | CD8A | 1363 | 4 | Gene | gene | CD8A
33204151 | @GENE_GZMB | GZMB | 1369 | 4 | Gene | gene | GZMB
33204151 | @GENE_IFNG | IFNG | 1375 | 4 | Gene | gene | IFNG
33204151 | @GENE_CD8A | CD8A | 1385 | 3 | Gene | gene | CD8
33204151 | @GENE_CXCL9 | CXCL9 | 1432 | 5 | Gene | gene | CXCL9
33204151 | @GENE_CXCL10 | CXCL10 | 1439 | 6 | Gene | gene | CXCL10
33204151 | @GENE_CXCL11 | CXCL11 | 1451 | 6 | Gene | gene | CXCL11
33204151 | @GENE_CCR5 | CCR5 | 1479 | 4 | Gene | gene | CCR5
33204151 | @GENE_CXCR6 | CXCR6 | 1485 | 5 | Gene | gene | CXCR6
33204151 | @GENE_CXCR3 | CXCR3 | 1496 | 5 | Gene | gene | CXCR3
33204151 | @GENE_CD70 | CD70 | 1510 | 4 | Gene | gene | CD70
33204151 | @GENE_CD274 | CD274 | 1597 | 5 | Gene | gene | PD-L1
33204151 | @GENE_PDCD1LG2 | PDCD1LG2 | 1604 | 5 | Gene | gene | PD-L2
