2840678 | @GENE_CXCR4 | CXCR4 | 150 | 5 | Gene | gene | LCR-1
37048725 | @DISEASE_COVID_19 | COVID-19 | 138 | 8 | Disease | disease | COVID-19
37048725 | @DISEASE_COVID_19 | COVID-19 | 284 | 8 | Disease | disease | COVID-19
37048725 | @GENE_CD8A | CD8A | 574 | 3 | Gene | gene | CD8
37048725 | @GENE_HLA_A | HLA-A | 625 | 3 | Gene | gene | HLA
37048725 | @DISEASE_COVID_19 | COVID-19 | 719 | 19 | Disease | disease | COVID-19 infections
37048725 | @DISEASE_COVID_19 | COVID-19 | 892 | 14 | Disease | disease | SARS infection
37048725 | @GENE_HLA_A | HLA-A | 949 | 3 | Gene | gene | HLA
37048725 | @DISEASE_COVID_19 | COVID-19 | 958 | 8 | Disease | disease | COVID-19
37048725 | @DISEASE_COVID_19 | COVID-19 | 1060 | 8 | Disease | disease | COVID-19
37048725 | @GENE_HLA_A | HLA-A | 1239 | 3 | Gene | gene | HLA
37048725 | @GENE_HLA_A | HLA-A | 1470 | 3 | Gene | gene | HLA
37048725 | @DISEASE_COVID_19 | COVID-19 | 1530 | 8 | Disease | disease | COVID-19
37119037 | @DISEASE_Influenza_Human | Influenza Human | 25 | 9 | Disease | disease | Influenza
37119037 | @DISEASE_COVID_19 | COVID-19 | 39 | 8 | Disease | disease | COVID-19
37224556 | @CHEMICAL_Povidone | Povidone | 0 | 20 | Chemical | chemical | Polyvinylpyrrolidone
37224556 | @CHEMICAL_Tetracycline | Tetracycline | 94 | 12 | Chemical | chemical | tetracycline
37224556 | @CHEMICAL_Tetracycline | Tetracycline | 129 | 12 | Chemical | chemical | Tetracycline
37224556 | @DISEASE_COVID_19 | COVID-19 | 188 | 8 | Disease | disease | COVID-19
37224556 | @CHEMICAL_Povidone | Povidone | 306 | 20 | Chemical | chemical | polyvinylpyrrolidone
37224556 | @CHEMICAL_Tetracycline | Tetracycline | 385 | 12 | Chemical | chemical | tetracycline
37224556 | @CHEMICAL_Tetracycline | Tetracycline | 561 | 12 | Chemical | chemical | tetracycline
37224556 | @CHEMICAL_Tetracycline | Tetracycline | 739 | 12 | Chemical | chemical | tetracycline
37228990 | @DISEASE_COVID_19 | COVID-19 | 101 | 8 | Disease | disease | COVID-19
37260419 | @DISEASE_COVID_19 | COVID-19 | 163 | 8 | Disease | disease | COVID-19
37260419 | @DISEASE_Infections | Infections | 218 | 9 | Disease | disease | infection
37260419 | @DISEASE_COVID_19 | COVID-19 | 2032 | 20 | Disease | disease | SARS-CoV-2 infection
37456016 | @DISEASE_COVID_19 | COVID-19 | 0 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 75 | 14 | Chemical | chemical | essential oils
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 126 | 14 | Chemical | chemical | Essential oils
37456016 | @DISEASE_COVID_19 | COVID-19 | 188 | 24 | Disease | disease | coronavirus disease 2019
37456016 | @DISEASE_COVID_19 | COVID-19 | 214 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 414 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 456 | 13 | Chemical | chemical | essential oil
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 675 | 13 | Chemical | chemical | essential oil
37456016 | @DISEASE_COVID_19 | COVID-19 | 758 | 9 | Disease | disease | -COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 791 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 881 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 912 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 963 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1395 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1418 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1445 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1523 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1554 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1588 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1614 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 1681 | 8 | Disease | disease | COVID-19
37456016 | @GENE_ACE2 | ACE2 | 1798 | 31 | Gene | gene | angiotensin-converting enzyme 2
37456016 | @GENE_ACE2 | ACE2 | 1831 | 4 | Gene | gene | ACE2
37456016 | @DISEASE_Inflammation | Inflammation | 1858 | 12 | Disease | disease | inflammation
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 1945 | 13 | Chemical | chemical | essential oil
37456016 | @DISEASE_COVID_19 | COVID-19 | 1963 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 1984 | 13 | Chemical | chemical | essential oil
37456016 | @DISEASE_COVID_19 | COVID-19 | 2016 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 2254 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 2298 | 13 | Chemical | chemical | essential oil
37456016 | @DISEASE_COVID_19 | COVID-19 | 2361 | 8 | Disease | disease | COVID-19
37456016 | @DISEASE_COVID_19 | COVID-19 | 2384 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 2441 | 13 | Chemical | chemical | essential oil
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 2528 | 14 | Chemical | chemical | essential oils
37456016 | @DISEASE_COVID_19 | COVID-19 | 2555 | 8 | Disease | disease | COVID-19
37456016 | @CHEMICAL_Oils_Volatile | Oils Volatile | 2650 | 14 | Chemical | chemical | essential oils
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 40 | 14 | Disease | disease | mental illness
37550645 | @DISEASE_COVID_19 | COVID-19 | 152 | 24 | Disease | disease | Coronavirus disease 2019
37550645 | @DISEASE_COVID_19 | COVID-19 | 178 | 8 | Disease | disease | Covid-19
37550645 | @DISEASE_Anxiety | Anxiety | 293 | 19 | Disease | disease | depression, anxiety
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 387 | 14 | Disease | disease | mental illness
37550645 | @DISEASE_COVID_19 | COVID-19 | 483 | 8 | Disease | disease | Covid-19
37550645 | @DISEASE_Anxiety | Anxiety | 565 | 19 | Disease | disease | Depression, Anxiety
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 653 | 14 | Disease | disease | mental illness
37550645 | @DISEASE_Anxiety | Anxiety | 776 | 19 | Disease | disease | depression, anxiety
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 901 | 14 | Disease | disease | mental illness
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 1101 | 14 | Disease | disease | mental illness
37550645 | @DISEASE_Respiratory_Distress_Syndrome | Respiratory Distress Syndrome | 1214 | 15 | Disease | disease | mental distress
37550645 | @DISEASE_Mental_Disorders | Mental Disorders | 1457 | 14 | Disease | disease | mental illness
37742211 | @DISEASE_COVID_19 | COVID-19 | 19 | 8 | Disease | disease | COVID-19
37742211 | @DISEASE_COVID_19 | COVID-19 | 538 | 8 | Disease | disease | COVID-19
37745627 | @DISEASE_Fever | Fever | 1211 | 12 | Disease | disease | hyperthermia
37745627 | @DISEASE_COVID_19 | COVID-19 | 1587 | 8 | Disease | disease | COVID-19
38144172 | @DISEASE_Hemorrhagic_Stroke | Hemorrhagic Stroke | 103 | 18 | Disease | disease | hemorrhagic stroke
38144172 | @DISEASE_COVID_19 | COVID-19 | 136 | 8 | Disease | disease | COVID-19
38144172 | @DISEASE_Cerebral_Hemorrhage | Cerebral Hemorrhage | 361 | 24 | Disease | disease | intracerebral hemorrhage
38144172 | @DISEASE_Hemorrhagic_Stroke | Hemorrhagic Stroke | 404 | 18 | Disease | disease | hemorrhagic stroke
38144172 | @DISEASE_Hemorrhage | Hemorrhage | 492 | 8 | Disease | disease | bleeding
38144172 | @DISEASE_Infections | Infections | 557 | 8 | Disease | disease | infected
38144172 | @DISEASE_COVID_19 | COVID-19 | 571 | 24 | Disease | disease | coronavirus disease 2019
38144172 | @DISEASE_COVID_19 | COVID-19 | 597 | 8 | Disease | disease | COVID-19
38144172 | @DISEASE_Unconsciousness | Unconsciousness | 749 | 21 | Disease | disease | loss of consciousness
38144172 | @DISEASE_Cerebral_Hemorrhage | Cerebral Hemorrhage | 794 | 24 | Disease | disease | intracerebral hemorrhage
38144172 | @DISEASE_Hemorrhagic_Stroke | Hemorrhagic Stroke | 828 | 18 | Disease | disease | hemorrhagic stroke
38144172 | @DISEASE_COVID_19 | COVID-19 | 878 | 8 | Disease | disease | COVID-19
38144172 | @DISEASE_Hemorrhagic_Stroke | Hemorrhagic Stroke | 1367 | 18 | Disease | disease | hemorrhagic stroke
38144172 | @DISEASE_COVID_19 | COVID-19 | 1441 | 8 | Disease | disease | COVID-19
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 37 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 120 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 217 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 267 | 6 | Disease | disease | mental
38229186 | @DISEASE_Mental_Disorders | Mental Disorders | 360 | 14 | Disease | disease | mental illness
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 435 | 6 | Disease | disease | mental
38229186 | @DISEASE_Mental_Disorders | Mental Disorders | 528 | 14 | Disease | disease | mental illness
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 825 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 968 | 6 | Disease | disease | mental
38229186 | @DISEASE_Schizophrenia | Schizophrenia | 1213 | 13 | Disease | disease | schizophrenia
38229186 | @DISEASE_COVID_19 | COVID-19 | 1383 | 8 | Disease | disease | COVID-19
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 1437 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 1912 | 6 | Disease | disease | mental
38229186 | @DISEASE_Intellectual_Disability | Intellectual Disability | 2160 | 6 | Disease | disease | mental
38229186 | @DISEASE_Mental_Disorders | Mental Disorders | 2212 | 14 | Disease | disease | mental illness
38229186 | @DISEASE_Mental_Disorders | Mental Disorders | 2291 | 14 | Disease | disease | mental illness
38293390 | @DISEASE_Communicable_Diseases | Communicable Diseases | 166 | 19 | Disease | disease | infectious diseases
38293390 | @DISEASE_Communicable_Diseases | Communicable Diseases | 187 | 19 | Disease | disease | Infectious diseases
38293390 | @DISEASE_COVID_19 | COVID-19 | 321 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 47 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 126 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 283 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 529 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 878 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 1198 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 1347 | 8 | Disease | disease | COVID-19
38416781 | @DISEASE_COVID_19 | COVID-19 | 1575 | 8 | Disease | disease | COVID-19
38444621 | @DISEASE_COVID_19 | COVID-19 | 186 | 24 | Disease | disease | coronavirus disease 2019
38444621 | @DISEASE_COVID_19 | COVID-19 | 212 | 8 | Disease | disease | COVID-19
38444621 | @DISEASE_Emergencies | Emergencies | 671 | 20 | Disease | disease | disaster emergencies
38444621 | @DISEASE_COVID_19 | COVID-19 | 771 | 8 | Disease | disease | COVID-19
38444621 | @DISEASE_Emergencies | Emergencies | 814 | 20 | Disease | disease | disaster emergencies
38444621 | @DISEASE_Emergencies | Emergencies | 1056 | 20 | Disease | disease | disaster emergencies
38444621 | @DISEASE_Communicable_Diseases | Communicable Diseases | 1224 | 18 | Disease | disease | Infectious Disease
38450039 | @DISEASE_COVID_19 | COVID-19 | 91 | 24 | Disease | disease | coronavirus disease 2019
38450039 | @DISEASE_COVID_19 | COVID-19 | 117 | 8 | Disease | disease | COVID-19
38450272 | @GENE_CRP | CRP | 37 | 18 | Gene | gene | C reactive protein
38450272 | @DISEASE_COVID_19 | COVID-19 | 135 | 22 | Disease | disease | post COVID-19 syndrome
38450272 | @DISEASE_COVID_19 | COVID-19 | 168 | 49 | Disease | disease | Post coronavirus disease 2019 (COVID-19) syndrome
38450272 | @DISEASE_COVID_19 | COVID-19 | 358 | 22 | Disease | disease | post COVID-19 syndrome
38450272 | @DISEASE_Inflammation | Inflammation | 419 | 12 | Disease | disease | inflammatory
38450272 | @DISEASE_COVID_19 | COVID-19 | 568 | 22 | Disease | disease | post COVID-19 syndrome
38450272 | @GENE_CRP | CRP | 685 | 18 | Gene | gene | C-reactive protein
38450272 | @DISEASE_COVID_19 | COVID-19 | 808 | 22 | Disease | disease | post-COVID-19 syndrome
38450272 | @DISEASE_COVID_19 | COVID-19 | 1892 | 22 | Disease | disease | post-COVID-19 syndrome
38450272 | @DISEASE_COVID_19 | COVID-19 | 2122 | 22 | Disease | disease | post COVID-19 syndrome
38450393 | @DISEASE_COVID_19 | COVID-19 | 23 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 224 | 24 | Disease | disease | coronavirus disease 2019
38450393 | @DISEASE_COVID_19 | COVID-19 | 250 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 431 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 797 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 833 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 1235 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 1308 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_Respiratory_Tract_Diseases | Respiratory Tract Diseases | 1475 | 19 | Disease | disease | respiratory disease
38450393 | @DISEASE_Influenza_Human | Influenza Human | 1601 | 3 | Disease | disease | flu
38450393 | @DISEASE_COVID_19 | COVID-19 | 1743 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 1893 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 2129 | 8 | Disease | disease | COVID-19
38450393 | @DISEASE_COVID_19 | COVID-19 | 2210 | 8 | Disease | disease | COVID-19
38455627 | @DISEASE_COVID_19 | COVID-19 | 16 | 8 | Disease | disease | COVID-19
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 29 | 24 | Disease | disease | hepatocellular carcinoma
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 122 | 24 | Disease | disease | Hepatocellular carcinoma
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 148 | 3 | Disease | disease | HCC
38455627 | @DISEASE_Neoplasms | Neoplasms | 186 | 6 | Disease | disease | cancer
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 246 | 12 | Disease | disease | liver cancer
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 492 | 3 | Disease | disease | HCC
38455627 | @DISEASE_COVID_19 | COVID-19 | 630 | 40 | Disease | disease | co-infection of coronavirus disease 2019
38455627 | @DISEASE_COVID_19 | COVID-19 | 672 | 8 | Disease | disease | COVID-19
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 688 | 3 | Disease | disease | HCC
38455627 | @DISEASE_Dyspnea | Dyspnea | 840 | 19 | Disease | disease | shortness of breath
38455627 | @DISEASE_Pain | Pain | 965 | 4 | Disease | disease | pain
38455627 | @DISEASE_Anemia | Anemia | 1031 | 6 | Disease | disease | anemia
38455627 | @DISEASE_Leukocytosis | Leukocytosis | 1039 | 12 | Disease | disease | leukocytosis
38455627 | @DISEASE_Hypoalbuminemia | Hypoalbuminemia | 1069 | 15 | Disease | disease | hypoalbuminemia
38455627 | @DISEASE_Hyperbilirubinemia | Hyperbilirubinemia | 1086 | 18 | Disease | disease | hyperbilirubinemia
38455627 | @GENE_AFP | AFP | 1140 | 17 | Gene | gene | alpha-fetoprotein
38455627 | @GENE_AFP | AFP | 1159 | 3 | Gene | gene | AFP
38455627 | @GENE_MUC16 | MUC16 | 1169 | 18 | Gene | gene | cancer antigen 125
38455627 | @GENE_MUC16 | MUC16 | 1189 | 6 | Gene | gene | CA-125
38455627 | @DISEASE_Ascites | Ascites | 1313 | 7 | Disease | disease | ascites
38455627 | @DISEASE_COVID_19 | COVID-19 | 1360 | 8 | Disease | disease | COVID-19
38455627 | @DISEASE_Abdominal_Pain | Abdominal Pain | 1436 | 14 | Disease | disease | abdominal pain
38455627 | @DISEASE_Fetal_Distress | Fetal Distress | 1477 | 14 | Disease | disease | fetal distress
38455627 | @DISEASE_Fetal_Death | Fetal Death | 1516 | 11 | Disease | disease | fetal death
38455627 | @DISEASE_Cancer_Pain | Cancer Pain | 1552 | 11 | Disease | disease | cancer pain
38455627 | @DISEASE_Ascites | Ascites | 1590 | 7 | Disease | disease | ascites
38455627 | @DISEASE_Death | Death | 1656 | 4 | Disease | disease | died
38455627 | @DISEASE_Fibrosis | Fibrosis | 1756 | 9 | Disease | disease | cirrhosis
38455627 | @DISEASE_Carcinoma_Hepatocellular | Carcinoma Hepatocellular | 1775 | 3 | Disease | disease | HCC
38455627 | @DISEASE_Liver_Diseases | Liver Diseases | 1907 | 13 | Disease | disease | liver disease
38455627 | @DISEASE_Neoplasms | Neoplasms | 1926 | 9 | Disease | disease | carcinoma
38455627 | @DISEASE_Infections | Infections | 1940 | 14 | Disease | disease | infection with
18076379 | @GENE_CRM1 | CRM1 | 44 | 5 | Gene | gene | Crm1p
18076379 | @GENE_ACE2 | ACE2 | 134 | 5 | Gene | gene | Ace2p
18076379 | @GENE_CBK1 | CBK1 | 197 | 4 | Gene | gene | CBK1
18076379 | @GENE_DBF2 | DBF2 | 297 | 4 | Gene | gene | Dbf2
18076379 | @GENE_CBK1 | CBK1 | 443 | 4 | Gene | gene | CBK1
18076379 | @GENE_ACE2 | ACE2 | 641 | 5 | Gene | gene | Ace2p
18076379 | @GENE_ACE2 | ACE2 | 879 | 5 | Gene | gene | Ace2p
18076379 | @GENE_ACE2 | ACE2 | 935 | 4 | Gene | gene | ACE2
18076379 | @GENE_CTS1 | CTS1 | 985 | 4 | Gene | gene | CTS1
18076379 | @GENE_ACE2 | ACE2 | 1023 | 5 | Gene | gene | Ace2p
18076379 | @GENE_CRM1 | CRM1 | 1174 | 4 | Gene | gene | CRM1
18076379 | @GENE_ACE2 | ACE2 | 1183 | 4 | Gene | gene | ACE2
18076379 | @GENE_ACE2 | ACE2 | 1232 | 5 | Gene | gene | Ace2p
18076379 | @GENE_CRM1 | CRM1 | 1242 | 5 | Gene | gene | Crm1p
18076379 | @GENE_ACE2 | ACE2 | 1264 | 5 | Gene | gene | Ace2p
18076379 | @GENE_CBK1 | CBK1 | 1425 | 5 | Gene | gene | Cbk1p
18076379 | @GENE_ACE2 | ACE2 | 1450 | 5 | Gene | gene | Ace2p
18076379 | @GENE_ACE2 | ACE2 | 1530 | 5 | Gene | gene | Ace2p
18076379 | @GENE_CRM1 | CRM1 | 1540 | 5 | Gene | gene | Crm1p
18076379 | @GENE_ACE2 | ACE2 | 1613 | 5 | Gene | gene | Ace2p
19114004 | @CHEMICAL_Polyamines | Polyamines | 1916 | 10 | Chemical | chemical | polyamines
19114004 | @DISEASE_Inflammation | Inflammation | 1941 | 12 | Disease | disease | inflammation
19114004 | @DISEASE_Infections | Infections | 1958 | 9 | Disease | disease | infection
19114004 | @CHEMICAL_Free_Radicals | Free Radicals | 2010 | 13 | Chemical | chemical | free radicals
19114004 | @CHEMICAL_Reactive_Oxygen_Species | Reactive Oxygen Species | 2054 | 23 | Chemical | chemical | reactive oxygen species
19114004 | @GENE_LOC106059136 | LOC106059136 | 2109 | 5 | Gene | gene | HSP70
19114004 | @GENE_LOC106074792 | LOC106074792 | 2263 | 24 | Gene | gene | elongation factor 1alpha
19114004 | @DISEASE_Inflammation | Inflammation | 2656 | 12 | Disease | disease | inflammation
23067392 | @GENE_IPO7 | IPO7 | 0 | 10 | Gene | gene | Importin-7
23067392 | @GENE_IPO7 | IPO7 | 294 | 4 | Gene | gene | imp7
23067392 | @GENE_RAN | RAN | 384 | 3 | Gene | gene | Ran
23067392 | @GENE_IPO7 | IPO7 | 418 | 4 | Gene | gene | imp7
23067392 | @GENE_IPO7 | IPO7 | 700 | 4 | Gene | gene | imp7
23067392 | @GENE_IPO7 | IPO7 | 806 | 4 | Gene | gene | imp7
23067392 | @GENE_IPO7 | IPO7 | 1146 | 4 | Gene | gene | imp7
25345917 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 110 | 21 | Disease | disease | non-small lung cancer
25345917 | @DISEASE_Neoplasms | Neoplasms | 194 | 6 | Disease | disease | cancer
25345917 | @CHEMICAL_arsenic_disulfide | arsenic disulfide | 603 | 7 | Chemical | chemical | Realgar
25345917 | @DISEASE_Neoplasms | Neoplasms | 652 | 6 | Disease | disease | cancer
25345917 | @CHEMICAL_arsenic_disulfide | arsenic disulfide | 807 | 7 | Chemical | chemical | Realgar
25345917 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 820 | 12 | Disease | disease | cytotoxicity
25345917 | @CHEMICAL_monooxyethylene_trimethylolpropane_tristearate | monooxyethylene trimethylolpropane tristearate | 863 | 3 | Chemical | chemical | MTT
25345917 | @DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions | Drug-Related Side Effects and Adverse Reactions | 1038 | 12 | Disease | disease | cytotoxicity
25345917 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1075 | 29 | Disease | disease | non-small cell lung carcinoma
25345917 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1106 | 5 | Disease | disease | NSCLC
25345917 | @CHEMICAL_monooxyethylene_trimethylolpropane_tristearate | monooxyethylene trimethylolpropane tristearate | 1122 | 3 | Chemical | chemical | MTT
25345917 | @CHEMICAL_ethidium_homodimer | ethidium homodimer | 1165 | 18 | Chemical | chemical | ethidium homodimer
25345917 | @DISEASE_Carcinoma_Non_Small_Cell_Lung | Carcinoma Non-Small-Cell Lung | 1217 | 5 | Disease | disease | NSCLC
25345917 | @GENE_COL11A2 | COL11A2 | 1431 | 4 | Gene | gene | PARP
25345917 | @GENE_CASP9 | CASP9 | 1441 | 11 | Gene | gene | caspase 9/3
25345917 | @GENE_BCL2 | BCL2 | 1512 | 5 | Gene | gene | Bcl-2
25345917 | @GENE_BCL2L1 | BCL2L1 | 1519 | 6 | Gene | gene | Bcl-XL
25345917 | @GENE_UBTF | UBTF | 1653 | 23 | Gene | gene | upstream binding factor
25345917 | @GENE_UBTF | UBTF | 1678 | 3 | Gene | gene | UBF
25345917 | @GENE_FBL | FBL | 1684 | 11 | Gene | gene | Fibrillarin
25345917 | @GENE_NPM1 | NPM1 | 1697 | 3 | Gene | gene | NPM
25345917 | @GENE_NPM1 | NPM1 | 1702 | 3 | Gene | gene | B23
25345917 | @GENE_IPO7 | IPO7 | 1711 | 10 | Gene | gene | Importin-7
25345917 | @GENE_IPO7 | IPO7 | 1723 | 4 | Gene | gene | IPO7
25345917 | @CHEMICAL_benzyloxycarbonylvalyl_alanyl_aspartyl_fluoromethyl_ketone | benzyloxycarbonylvalyl-alanyl-aspartyl fluoromethyl ketone | 1766 | 10 | Chemical | chemical | Z--VAD-FMK
25345917 | @GENE_COL11A2 | COL11A2 | 1832 | 4 | Gene | gene | PARP
25345917 | @GENE_CASP3 | CASP3 | 1841 | 9 | Gene | gene | caspase 3
25345917 | @GENE_UBTF | UBTF | 1883 | 3 | Gene | gene | UBF
25345917 | @GENE_FBL | FBL | 1891 | 11 | Gene | gene | Fibrillarin
29970603 | @GENE_NAT10 | NAT10 | 36 | 5 | Gene | gene | NAT10
29970603 | @GENE_TNPO1 | TNPO1 | 97 | 13 | Gene | gene | Transportin-1
29970603 | @DISEASE_Progeria | Progeria | 135 | 36 | Disease | disease | Hutchinson-Gilford progeria syndrome
29970603 | @DISEASE_Progeria | Progeria | 173 | 4 | Disease | disease | HGPS
29970603 | @DISEASE_Aging_Premature | Aging Premature | 195 | 23 | Disease | disease | premature aging disease
29970603 | @DISEASE_Progeria | Progeria | 268 | 4 | Disease | disease | HGPS
29970603 | @DISEASE_Progeria | Progeria | 343 | 4 | Disease | disease | HGPS
29970603 | @CHEMICAL_Guanosine_Triphosphate | Guanosine Triphosphate | 411 | 3 | Chemical | chemical | GTP
29970603 | @GENE_RAN | RAN | 446 | 3 | Gene | gene | Ran
29970603 | @GENE_RAN | RAN | 451 | 6 | Gene | gene | RanGTP
29970603 | @DISEASE_Progeria | Progeria | 568 | 4 | Disease | disease | HGPS
29970603 | @GENE_TNPO1 | TNPO1 | 631 | 13 | Gene | gene | Transportin-1
29970603 | @GENE_TNPO1 | TNPO1 | 646 | 5 | Gene | gene | TNPO1
29970603 | @GENE_NUP153 | NUP153 | 760 | 6 | Gene | gene | NUP153
29970603 | @GENE_RAN | RAN | 790 | 3 | Gene | gene | Ran
29970603 | @GENE_RGPD2 | RGPD2 | 820 | 11 | Gene | gene | nucleoporin
29970603 | @GENE_TPR | TPR | 832 | 3 | Gene | gene | TPR
29970603 | @GENE_NAT10 | NAT10 | 945 | 22 | Gene | gene | N-acetyltransferase 10
29970603 | @GENE_NAT10 | NAT10 | 969 | 5 | Gene | gene | NAT10
29970603 | @DISEASE_Progeria | Progeria | 988 | 4 | Disease | disease | HGPS
29970603 | @GENE_TNPO1 | TNPO1 | 1055 | 5 | Gene | gene | TNPO1
29970603 | @GENE_RAN | RAN | 1119 | 3 | Gene | gene | Ran
29970603 | @DISEASE_Progeria | Progeria | 1156 | 4 | Disease | disease | HGPS
29970603 | @GENE_NAT10 | NAT10 | 1353 | 5 | Gene | gene | NAT10
29970603 | @DISEASE_Progeria | Progeria | 1409 | 4 | Disease | disease | HGPS
30157418 | @GENE_MECP2 | Mecp2 | 72 | 5 | Gene | gene | MeCP2
30157418 | @GENE_MECP2 | Mecp2 | 79 | 5 | Gene | gene | MeCP2
30157418 | @DISEASE_Neurologic_Manifestations | Neurologic Manifestations | 136 | 21 | Disease | disease | neurological disorder
30157418 | @DISEASE_Rett_Syndrome | Rett Syndrome | 158 | 13 | Disease | disease | Rett syndrome
30157418 | @DISEASE_Rett_Syndrome | Rett Syndrome | 173 | 3 | Disease | disease | RTT
30157418 | @GENE_GLB1 | Glb1 | 201 | 18 | Gene | gene | beta-galactosidase
30157418 | @GENE_MECP2 | Mecp2 | 316 | 5 | Gene | gene | MeCP2
30157418 | @GENE_KPNA3 | Kpna3 | 369 | 5 | Gene | gene | KPNA3
