1788521 | @CHEMICAL_Soman | Soman | 62 | 5 | Chemical | chemical | soman
35739510 | @DISEASE_Neoplasms | Neoplasms | 414 | 6 | Disease | disease | Cancer
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 528 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 701 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Neoplasms | Neoplasms | 793 | 6 | Disease | disease | Cancer
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 983 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Neoplasms | Neoplasms | 1087 | 5 | Disease | disease | tumor
35739510 | @DISEASE_Neoplasms | Neoplasms | 1117 | 5 | Disease | disease | Tumor
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1309 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1415 | 3 | Disease | disease | RCC
35739510 | @GENE_HLA_B | HLA-B | 1517 | 5 | Gene | gene | HLA-B
35739510 | @GENE_HLA_A | HLA-A | 1524 | 5 | Gene | gene | HLA-A
35739510 | @GENE_HLA_DRA | HLA-DRA | 1531 | 7 | Gene | gene | HLA-DRA
35739510 | @GENE_IDO1 | IDO1 | 1540 | 4 | Gene | gene | IDO1
35739510 | @GENE_TAGAP | TAGAP | 1546 | 5 | Gene | gene | TAGAP
35739510 | @GENE_CIITA | CIITA | 1553 | 5 | Gene | gene | CIITA
35739510 | @GENE_PRF1 | PRF1 | 1560 | 4 | Gene | gene | PRF1
35739510 | @GENE_CD8B | CD8B | 1569 | 4 | Gene | gene | CD8B
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 1597 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Neoplasms | Neoplasms | 1696 | 6 | Disease | disease | cancer
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2157 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2330 | 3 | Disease | disease | RCC
35739510 | @DISEASE_Neoplasms | Neoplasms | 2399 | 6 | Disease | disease | tumors
35739510 | @DISEASE_Carcinoma_Renal_Cell | Carcinoma Renal Cell | 2474 | 3 | Disease | disease | RCC
36496055 | @GENE_ERAP2 | ERAP2 | 26 | 5 | Gene | gene | ERAP2
36496055 | @GENE_HLA_A | HLA-A | 55 | 3 | Gene | gene | HLA
36496055 | @DISEASE_Liver_Failure | Liver Failure | 118 | 12 | Disease | disease | Liver Injury
36496055 | @CHEMICAL_Amoxicillin_Potassium_Clavulanate_Combination | Amoxicillin-Potassium Clavulanate Combination | 138 | 23 | Chemical | chemical | Amoxicillin-Clavulanate
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 182 | 25 | Disease | disease | Drug-induced liver injury
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 209 | 4 | Disease | disease | DILI
36496055 | @CHEMICAL_Amoxicillin_Potassium_Clavulanate_Combination | Amoxicillin-Potassium Clavulanate Combination | 222 | 23 | Chemical | chemical | amoxicillin-clavulanate
36496055 | @CHEMICAL_Amoxicillin_Potassium_Clavulanate_Combination | Amoxicillin-Potassium Clavulanate Combination | 247 | 2 | Chemical | chemical | AC
36496055 | @VARIANT_p.R620W_PTPN22_human | rs2476601 | 309 | 9 | Variant | variant | rs2476601
36496055 | @GENE_PTPN22 | PTPN22 | 342 | 6 | Gene | gene | PTPN22
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 411 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 575 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 777 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 832 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 931 | 7 | Disease | disease | AC-DILI
36496055 | @GENE_ERAP2 | ERAP2 | 977 | 5 | Gene | gene | ERAP2
36496055 | @VARIANT_rs1363907 | rs1363907 | 1110 | 9 | Variant | variant | rs1363907
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1145 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1367 | 7 | Disease | disease | AC-DILI
36496055 | @VARIANT_rs1363907 | rs1363907 | 1536 | 9 | Variant | variant | rs1363907
36496055 | @VARIANT_p.R620W_PTPN22_human | rs2476601 | 1547 | 9 | Variant | variant | rs2476601
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1629 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1707 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1810 | 7 | Disease | disease | AC-DILI
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 1946 | 7 | Disease | disease | AC-DILI
36496055 | @GENE_ERAP2 | ERAP2 | 1964 | 5 | Gene | gene | ERAP2
36496055 | @DISEASE_Chemical_and_Drug_Induced_Liver_Injury | Chemical and Drug Induced Liver Injury | 2051 | 7 | Disease | disease | AC-DILI
37795024 | @GENE_HLA_A | HLA-A | 20 | 3 | Gene | gene | HLA
37795024 | @CHEMICAL_Monobactams | Monobactams | 36 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 75 | 27 | Disease | disease | cutaneous adverse reactions
37795024 | @CHEMICAL_Monobactams | Monobactams | 118 | 23 | Chemical | chemical | Beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 206 | 27 | Disease | disease | cutaneous adverse reactions
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 235 | 5 | Disease | disease | SCARs
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 252 | 24 | Disease | disease | Stevens-Johnson syndrome
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 278 | 3 | Disease | disease | SJS
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 284 | 26 | Disease | disease | toxic epidermal necrolysis
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 312 | 3 | Disease | disease | TEN
37795024 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 318 | 54 | Disease | disease | drug reactions with eosinophilia and systemic symptoms
37795024 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 374 | 5 | Disease | disease | DRESS
37795024 | @DISEASE_Acute_Generalized_Exanthematous_Pustulosis | Acute Generalized Exanthematous Pustulosis | 386 | 42 | Disease | disease | acute generalized exanthematous pustulosis
37795024 | @DISEASE_Acute_Generalized_Exanthematous_Pustulosis | Acute Generalized Exanthematous Pustulosis | 430 | 4 | Disease | disease | AGEP
37795024 | @GENE_HLA_A | HLA-A | 500 | 3 | Gene | gene | HLA
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 575 | 5 | Disease | disease | SCARs
37795024 | @GENE_HLA_A | HLA-A | 652 | 3 | Gene | gene | HLA
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 704 | 5 | Disease | disease | SCARs
37795024 | @CHEMICAL_Monobactams | Monobactams | 721 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @CHEMICAL_Monobactams | Monobactams | 785 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 817 | 5 | Disease | disease | SCARs
37795024 | @DISEASE_Drug_Hypersensitivity | Drug Hypersensitivity | 921 | 12 | Disease | disease | drug allergy
37795024 | @GENE_HLA_A | HLA-A | 1046 | 3 | Gene | gene | HLA
37795024 | @GENE_HLA_DRB1 | HLA-DRB1 | 1107 | 8 | Gene | gene | HLA-DRB1
37795024 | @GENE_HLA_DQA1 | HLA-DQA1 | 1123 | 8 | Gene | gene | HLA-DQA1
37795024 | @CHEMICAL_Monobactams | Monobactams | 1194 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1226 | 5 | Disease | disease | SCARs
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1253 | 5 | Disease | disease | SCARs
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1535 | 5 | Disease | disease | SCARs
37795024 | @CHEMICAL_Monobactams | Monobactams | 1552 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1596 | 3 | Disease | disease | SJS
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 1600 | 3 | Disease | disease | TEN
37795024 | @GENE_HLA_A | HLA-A | 1896 | 3 | Gene | gene | HLA
37795024 | @GENE_HLA_DRB1 | HLA-DRB1 | 2013 | 8 | Gene | gene | HLA-DRB1
37795024 | @DISEASE_Acute_Generalized_Exanthematous_Pustulosis | Acute Generalized Exanthematous Pustulosis | 2049 | 4 | Disease | disease | AGEP
37795024 | @DISEASE_Acute_Generalized_Exanthematous_Pustulosis | Acute Generalized Exanthematous Pustulosis | 2075 | 4 | Disease | disease | AGEP
37795024 | @GENE_HLA_A | HLA-A | 2193 | 3 | Gene | gene | HLA
37795024 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 2221 | 5 | Disease | disease | DRESS
37795024 | @GENE_HLA_DRB1 | HLA-DRB1 | 2250 | 8 | Gene | gene | HLA-DRB1
37795024 | @GENE_HLA_DRB1 | HLA-DRB1 | 2266 | 8 | Gene | gene | HLA-DRB1
37795024 | @GENE_HLA_DQB1 | HLA-DQB1 | 2286 | 8 | Gene | gene | HLA-DQB1
37795024 | @CHEMICAL_Monobactams | Monobactams | 2349 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Drug_Hypersensitivity_Syndrome | Drug Hypersensitivity Syndrome | 2381 | 5 | Disease | disease | DRESS
37795024 | @GENE_HLA_A | HLA-A | 2547 | 3 | Gene | gene | HLA
37795024 | @CHEMICAL_Monobactams | Monobactams | 2631 | 22 | Chemical | chemical | beta-lactam antibiotic
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 2662 | 5 | Disease | disease | SCARs
37795024 | @GENE_HLA_A | HLA-A | 2776 | 3 | Gene | gene | HLA
37795024 | @CHEMICAL_Monobactams | Monobactams | 2849 | 23 | Chemical | chemical | beta-lactam antibiotics
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 2881 | 5 | Disease | disease | SCARs
37795024 | @GENE_HLA_A | HLA-A | 2909 | 3 | Gene | gene | HLA
37795024 | @DISEASE_Stevens_Johnson_Syndrome | Stevens-Johnson Syndrome | 2985 | 5 | Disease | disease | SCARs
37795024 | @CHEMICAL_Monobactams | Monobactams | 3002 | 23 | Chemical | chemical | beta-lactam antibiotics
38100550 | @GENE_ACRBP | ACRBP | 91 | 4 | Gene | gene | CT23
38100550 | @GENE_ACRBP | ACRBP | 119 | 4 | Gene | gene | CT23
38100550 | @DISEASE_Neoplasms | Neoplasms | 245 | 5 | Disease | disease | tumor
38100550 | @GENE_ACRBP | ACRBP | 293 | 4 | Gene | gene | CT23
38100550 | @DISEASE_Neoplasms | Neoplasms | 320 | 5 | Disease | disease | tumor
38100550 | @DISEASE_Neoplasm_Metastasis | Neoplasm Metastasis | 357 | 10 | Disease | disease | metastasis
38100550 | @GENE_ACRBP | ACRBP | 382 | 4 | Gene | gene | CT23
38100550 | @DISEASE_Neoplasms | Neoplasms | 444 | 5 | Disease | disease | tumor
38100550 | @DISEASE_Neoplasms | Neoplasms | 552 | 5 | Disease | disease | tumor
38100550 | @DISEASE_Neoplasms | Neoplasms | 587 | 5 | Disease | disease | tumor
38100550 | @GENE_ACRBP | ACRBP | 673 | 4 | Gene | gene | CT23
38100550 | @GENE_ACRBP | ACRBP | 1019 | 4 | Gene | gene | CT23
38100550 | @GENE_CD8A | CD8A | 1056 | 3 | Gene | gene | CD8
38100550 | @DISEASE_Neoplasms | Neoplasms | 1261 | 5 | Disease | disease | tumor
38100550 | @GENE_ACRBP | ACRBP | 1287 | 4 | Gene | gene | CT23
38100550 | @DISEASE_Neoplasms | Neoplasms | 1320 | 5 | Disease | disease | tumor
38100550 | @GENE_ACRBP | ACRBP | 1346 | 4 | Gene | gene | CT23
38100550 | @GENE_ACRBP | ACRBP | 1502 | 4 | Gene | gene | CT23
38100550 | @DISEASE_Neoplasms | Neoplasms | 1582 | 5 | Disease | disease | tumor
38114231 | @DISEASE_Neoplasms | Neoplasms | 58 | 6 | Disease | disease | cancer
38114231 | @DISEASE_Neoplasms | Neoplasms | 220 | 6 | Disease | disease | cancer
38114231 | @GENE_HLA_A | HLA-A | 232 | 7 | Gene | gene | HLA-A *
38114231 | @DISEASE_Neoplasms | Neoplasms | 256 | 5 | Disease | disease | tumor
38114231 | @GENE_PRAME | PRAME | 276 | 5 | Gene | gene | PRAME
38114231 | @GENE_MAGEA1 | MAGEA1 | 283 | 6 | Gene | gene | MAGEA1
38114231 | @GENE_MAGEA4 | MAGEA4 | 291 | 6 | Gene | gene | MAGEA4
38114231 | @GENE_MAGEA8 | MAGEA8 | 299 | 6 | Gene | gene | MAGEA8
38114231 | @GENE_CTAG1A | CTAG1A | 307 | 8 | Gene | gene | NY-ESO-1
38114231 | @GENE_COL6A3 | COL6A3 | 317 | 6 | Gene | gene | COL6A3
38114231 | @GENE_MXRA5 | MXRA5 | 332 | 5 | Gene | gene | MXRA5
38114231 | @GENE_MMP1 | MMP1 | 346 | 4 | Gene | gene | MMP1
38114231 | @GENE_IL2 | IL2 | 464 | 13 | Gene | gene | interleukin 2
38114231 | @CHEMICAL_atezolizumab | atezolizumab | 559 | 12 | Chemical | chemical | atezolizumab
38114231 | @DISEASE_Cytokine_Release_Syndrome | Cytokine Release Syndrome | 610 | 25 | Disease | disease | cytokine release syndrome
38114231 | @DISEASE_Hematologic_Diseases | Hematologic Diseases | 663 | 9 | Disease | disease | cytopenia
38114231 | @GENE_CD8A | CD8A | 989 | 3 | Gene | gene | CD8
38127299 | @GENE_IFNG | IFNG | 1349 | 16 | Gene | gene | interferon gamma
38127299 | @GENE_IFNG | IFNG | 1376 | 9 | Gene | gene | IFN-gamma
38127299 | @GENE_CD8A | CD8A | 1388 | 3 | Gene | gene | CD8
38127299 | @GENE_IFNG | IFNG | 1564 | 9 | Gene | gene | IFN-gamma
38127299 | @GENE_CD8A | CD8A | 1575 | 3 | Gene | gene | CD8
38195212 | @GENE_CD8A | CD8A | 35 | 3 | Gene | gene | CD8
38195212 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 175 | 44 | Disease | disease | Middle East respiratory syndrome coronavirus
38195212 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 221 | 8 | Disease | disease | MERS-CoV
38195212 | @GENE_CD8A | CD8A | 565 | 3 | Gene | gene | CD8
38195212 | @DISEASE_Coronavirus_Infections | Coronavirus Infections | 742 | 18 | Disease | disease | MERS-CoV infection
38195212 | @GENE_CD8A | CD8A | 804 | 3 | Gene | gene | CD8
38214610 | @DISEASE_COVID_19 | COVID-19 | 120 | 10 | Disease | disease | SARS-CoV-2
38214610 | @DISEASE_COVID_19 | COVID-19 | 176 | 8 | Disease | disease | COVID-19
38214610 | @GENE_CD8A | CD8A | 348 | 3 | Gene | gene | CD8
38214610 | @GENE_CD8A | CD8A | 589 | 3 | Gene | gene | CD8
38214610 | @DISEASE_COVID_19 | COVID-19 | 612 | 8 | Disease | disease | COVID-19
38214610 | @DISEASE_COVID_19 | COVID-19 | 717 | 10 | Disease | disease | SARS-Cov-2
38214610 | @DISEASE_Virus_Diseases | Virus Diseases | 989 | 15 | Disease | disease | viral infection
38214610 | @GENE_CD8A | CD8A | 1049 | 3 | Gene | gene | CD8
38214610 | @GENE_CD8A | CD8A | 1150 | 3 | Gene | gene | CD8
38214610 | @GENE_S | S | 1360 | 5 | Gene | gene | spike
38214610 | @GENE_ORF1AB | ORF1ab | 1402 | 6 | Gene | gene | ORF1ab
38214610 | @GENE_CD8A | CD8A | 1441 | 3 | Gene | gene | CD8
38214610 | @GENE_IFNG | IFNG | 1463 | 9 | Gene | gene | IFN-gamma
38214610 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 1529 | 3 | Gene | gene | TCR
38239352 | @CHEMICAL_Peptides | Peptides | 36 | 7 | Chemical | chemical | peptide
38239352 | @DISEASE_Neoplasms | Neoplasms | 88 | 5 | Disease | disease | tumor
38239352 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 329 | 16 | Gene | gene | T cell receptors
38239352 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 347 | 3 | Gene | gene | TCR
38239352 | @DISEASE_Neoplasms | Neoplasms | 388 | 5 | Disease | disease | tumor
38239352 | @GENE_HLA_C | HLA-C | 420 | 3 | Gene | gene | MHC
38239352 | @CHEMICAL_Disulfides | Disulfides | 534 | 9 | Chemical | chemical | disulfide
38239352 | @GENE_HLA_G | HLA-G | 555 | 19 | Gene | gene | beta2-microglobulin
38239352 | @GENE_HLA_A | HLA-A | 731 | 3 | Gene | gene | HLA
38239352 | @DISEASE_Neoplasms | Neoplasms | 1931 | 5 | Disease | disease | tumor
38239352 | @DISEASE_Neoplasms | Neoplasms | 1974 | 5 | Disease | disease | tumor
38239352 | @DISEASE_Melanoma | Melanoma | 2025 | 8 | Disease | disease | melanoma
38239352 | @GENE_CTAG1A | CTAG1A | 2095 | 8 | Gene | gene | NY-ESO-1
38239352 | @GENE_CD8A | CD8A | 2113 | 3 | Gene | gene | CD8
38239352 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 2156 | 3 | Gene | gene | TCR
38239352 | @GENE_TRBV20OR9_2 | TRBV20OR9-2 | 2618 | 3 | Gene | gene | TCR
38239352 | @GENE_HLA_A | HLA-A | 2669 | 3 | Gene | gene | HLA
38240239 | @DISEASE_Virus_Diseases | Virus Diseases | 186 | 15 | Disease | disease | viral infection
38240239 | @GENE_CD8A | CD8A | 215 | 3 | Gene | gene | CD8
38240239 | @GENE_HLA_A | HLA-A | 311 | 3 | Gene | gene | HLA
38240239 | @DISEASE_Infections | Infections | 356 | 10 | Disease | disease | infections
38240239 | @GENE_CD8A | CD8A | 641 | 3 | Gene | gene | CD8
38240239 | @DISEASE_Infections | Infections | 756 | 9 | Disease | disease | infection
38240239 | @DISEASE_Infections | Infections | 824 | 9 | Disease | disease | infection
38410446 | @GENE_CD4 | Cd4 | 0 | 3 | Gene | gene | CD4
38410446 | @DISEASE_COVID_19 | COVID-19 | 132 | 8 | Disease | disease | COVID-19
38410446 | @DISEASE_COVID_19 | COVID-19 | 230 | 20 | Disease | disease | SARS-CoV-2 infection
38410446 | @GENE_CD4 | Cd4 | 267 | 3 | Gene | gene | CD4
38410446 | @DISEASE_COVID_19 | COVID-19 | 442 | 20 | Disease | disease | SARS-CoV-2 infection
38410446 | @DISEASE_Infections | Infections | 687 | 9 | Disease | disease | infection
38410446 | @GENE_CD4 | Cd4 | 718 | 3 | Gene | gene | CD4
38410446 | @GENE_GZMB | Gzmb | 832 | 11 | Gene | gene | Granzyme B.
38410446 | @DISEASE_Infections | Infections | 889 | 9 | Disease | disease | infection
38410446 | @GENE_CD4 | Cd4 | 914 | 3 | Gene | gene | CD4
38410446 | @GENE_CD4 | Cd4 | 1111 | 3 | Gene | gene | CD4
38410446 | @DISEASE_Infections | Infections | 1154 | 9 | Disease | disease | infection
38410446 | @GENE_CD4 | Cd4 | 1209 | 3 | Gene | gene | CD4
38410446 | @DISEASE_Infections | Infections | 1355 | 9 | Disease | disease | infection
38410446 | @DISEASE_COVID_19 | COVID-19 | 1409 | 20 | Disease | disease | SARS-CoV-2 infection
38410446 | @GENE_CD4 | Cd4 | 1480 | 3 | Gene | gene | CD4
38410446 | @DISEASE_COVID_19 | COVID-19 | 1788 | 20 | Disease | disease | SARS-CoV-2 infection
38490580 | @GENE_CD8A | CD8A | 72 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 440 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 580 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 948 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 1108 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 1456 | 3 | Gene | gene | CD8
38490580 | @GENE_CD8A | CD8A | 1836 | 3 | Gene | gene | CD8
38575714 | @DISEASE_COVID_19 | COVID-19 | 123 | 9 | Disease | disease | -COVID-19
38575714 | @GENE_HLA_DQB1 | HLA-DQB1 | 542 | 8 | Gene | gene | HLA-DQB1
38575714 | @GENE_HLA_A | HLA-A | 1084 | 3 | Gene | gene | HLA
38575714 | @GENE_HLA_A | HLA-A | 1183 | 3 | Gene | gene | HLA
38575714 | @GENE_HLA_A | HLA-A | 1245 | 5 | Gene | gene | HLA-A
38575714 | @GENE_HLA_DQA1 | HLA-DQA1 | 1252 | 8 | Gene | gene | HLA-DQA1
38575714 | @GENE_HLA_DQB1 | HLA-DQB1 | 1266 | 8 | Gene | gene | HLA-DQB1
38575714 | @GENE_HLA_A | HLA-A | 1585 | 3 | Gene | gene | HLA
38575714 | @GENE_CD8A | CD8A | 1797 | 3 | Gene | gene | CD8
11418651 | @GENE_CD8A | CD8A | 48 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 52 | 6 | Gene | gene | CD45RA
11418651 | @DISEASE_Epstein_Barr_Virus_Infections | Epstein-Barr Virus Infections | 174 | 12 | Disease | disease | herpes virus
11418651 | @GENE_CD8A | CD8A | 196 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 307 | 6 | Gene | gene | CD45RO
11418651 | @GENE_PTPRC | PTPRC | 322 | 6 | Gene | gene | CD45RA
11418651 | @GENE_PTPRC | PTPRC | 374 | 6 | Gene | gene | CD45RA
11418651 | @GENE_ITGAL | ITGAL | 448 | 5 | Gene | gene | LFA-1
11418651 | @GENE_CCR7 | CCR7 | 459 | 4 | Gene | gene | CCR7
11418651 | @DISEASE_Infectious_Mononucleosis | Infectious Mononucleosis | 510 | 24 | Disease | disease | infectious mononucleosis
11418651 | @GENE_CD8A | CD8A | 587 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 593 | 6 | Gene | gene | CD45RA
11418651 | @GENE_ITGAL | ITGAL | 602 | 5 | Gene | gene | LFA-1
11418651 | @GENE_CD8A | CD8A | 690 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 696 | 6 | Gene | gene | CD45RA
11418651 | @GENE_PTPRC | PTPRC | 719 | 6 | Gene | gene | CD45RA
11418651 | @GENE_ITGAL | ITGAL | 728 | 5 | Gene | gene | LFA-1
11418651 | @GENE_PTPRC | PTPRC | 788 | 6 | Gene | gene | CD45RA
11418651 | @GENE_ITGAL | ITGAL | 797 | 5 | Gene | gene | LFA-1
11418651 | @GENE_PTPRC | PTPRC | 907 | 6 | Gene | gene | CD45RA
11418651 | @GENE_IFNG | IFNG | 1023 | 9 | Gene | gene | IFN-gamma
11418651 | @GENE_CD8A | CD8A | 1046 | 3 | Gene | gene | CD8
11418651 | @GENE_IL2 | IL2 | 1072 | 4 | Gene | gene | IL-2
11418651 | @GENE_PTPRC | PTPRC | 1136 | 6 | Gene | gene | CD45RA
11418651 | @GENE_PTPRC | PTPRC | 1178 | 6 | Gene | gene | CD45RO
11418651 | @GENE_CD8A | CD8A | 1217 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 1249 | 6 | Gene | gene | CD45RA
11418651 | @GENE_CD8A | CD8A | 1354 | 3 | Gene | gene | CD8
11418651 | @GENE_PTPRC | PTPRC | 1360 | 6 | Gene | gene | CD45RA
11429112 | @DISEASE_HIV_Infections | HIV Infections | 114 | 3 | Disease | disease | HIV
11429112 | @GENE_CCR5 | CCR5 | 132 | 4 | Gene | gene | CCR5
11429112 | @DISEASE_HIV_Infections | HIV Infections | 263 | 14 | Disease | disease | HIV uninfected
11429112 | @DISEASE_HIV_Infections | HIV Infections | 419 | 13 | Disease | disease | HIV infection
11429112 | @GENE_HLA_A | HLA-A | 1038 | 5 | Gene | gene | HLA-A
11429112 | @GENE_CCR5 | CCR5 | 1456 | 4 | Gene | gene | CCR5
11429112 | @GENE_CXCL12 | CXCL12 | 1482 | 5 | Gene | gene | SDF-1
11429112 | @GENE_CCL5 | CCL5 | 1616 | 6 | Gene | gene | RANTES
11429112 | @DISEASE_HIV_Infections | HIV Infections | 1716 | 3 | Disease | disease | HIV
11429112 | @DISEASE_HIV_Infections | HIV Infections | 1802 | 13 | Disease | disease | HIV infection
11429112 | @DISEASE_HIV_Infections | HIV Infections | 1899 | 12 | Disease | disease | HIV-infected
11564593 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 0 | 18 | Disease | disease | Immune dysfunction
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 23 | 26 | Disease | disease | immune restoration disease
11564593 | @DISEASE_HIV_Infections | HIV Infections | 53 | 3 | Disease | disease | HIV
11564593 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 127 | 14 | Disease | disease | immune defects
11564593 | @DISEASE_HIV_Infections | HIV Infections | 152 | 13 | Disease | disease | HIV infection
11564593 | @DISEASE_Immune_System_Diseases | Immune System Diseases | 258 | 18 | Disease | disease | immune dysfunction
11564593 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 430 | 30 | Disease | disease | mycobacterial, cytomegalovirus
11564593 | @DISEASE_Cytomegalovirus_Infections | Cytomegalovirus Infections | 462 | 3 | Disease | disease | CMV
11564593 | @DISEASE_Hepatitis_B | Hepatitis B | 468 | 17 | Disease | disease | hepatitis B virus
11564593 | @DISEASE_Hepatitis_C | Hepatitis C | 489 | 19 | Disease | disease | hepatitis C virus (
11564593 | @DISEASE_Hepatitis_C | Hepatitis C | 508 | 12 | Disease | disease | HCV) disease
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 553 | 27 | Disease | disease | immune restoration diseases
11564593 | @DISEASE_Immune_Reconstitution_Inflammatory_Syndrome | Immune Reconstitution Inflammatory Syndrome | 582 | 3 | Disease | disease | IRD
11564593 | @GENE_CD4 | CD4 | 664 | 3 | Gene | gene | CD4
