28559015 | @DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck | Squamous Cell Carcinoma of Head and Neck | 36 | 37 | Disease | disease | head and neck squamous cell carcinoma
35659704 | @GENE_IFNG | IFNG | 2329 | 8 | Gene | gene | IFNgamma
35659704 | @GENE_CTLA4 | CTLA4 | 2428 | 5 | Gene | gene | CTLA4
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 51 | 29 | Disease | disease | Triple-Negative Breast Cancer
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 145 | 29 | Disease | disease | triple-negative breast cancer
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 176 | 5 | Disease | disease | mTNBC
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 341 | 5 | Disease | disease | mTNBC
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 418 | 5 | Disease | disease | mTNBC
35797509 | @CHEMICAL_pembrolizumab | pembrolizumab | 437 | 13 | Chemical | chemical | pembrolizumab
35797509 | @CHEMICAL_atezolizumab | atezolizumab | 454 | 12 | Chemical | chemical | atezolizumab
35797509 | @DISEASE_Neoplasms | Neoplasms | 571 | 5 | Disease | disease | tumor
35797509 | @DISEASE_Neoplasms | Neoplasms | 917 | 5 | Disease | disease | tumor
35797509 | @DISEASE_Neoplasms | Neoplasms | 935 | 5 | Disease | disease | tumor
35797509 | @DISEASE_Neoplasms | Neoplasms | 1191 | 5 | Disease | disease | tumor
35797509 | @GENE_CD8A | CD8A | 1294 | 3 | Gene | gene | CD8
35797509 | @GENE_CD4 | CD4 | 1318 | 3 | Gene | gene | CD4
35797509 | @DISEASE_Inflammation | Inflammation | 1403 | 12 | Disease | disease | inflammatory
35797509 | @GENE_PDCD1 | PDCD1 | 1671 | 31 | Gene | gene | programmed cell death protein 1
35797509 | @GENE_TXK | TXK | 1718 | 15 | Gene | gene | tyrosine kinase
35797509 | @DISEASE_Triple_Negative_Breast_Neoplasms | Triple Negative Breast Neoplasms | 1933 | 5 | Disease | disease | mTNBC
35797509 | @DISEASE_Neoplasms | Neoplasms | 1945 | 5 | Disease | disease | tumor
35797509 | @GENE_CD8A | CD8A | 1982 | 3 | Gene | gene | CD8
35797509 | @GENE_CD4 | CD4 | 1988 | 3 | Gene | gene | CD4
35797509 | @DISEASE_Inflammation | Inflammation | 2059 | 12 | Disease | disease | inflammatory
36706355 | @CHEMICAL_Decitabine | Decitabine | 50 | 10 | Chemical | chemical | decitabine
36706355 | @CHEMICAL_Ipilimumab | Ipilimumab | 65 | 10 | Chemical | chemical | ipilimumab
36706355 | @DISEASE_Leukemia_Myeloid | Leukemia Myeloid | 89 | 15 | Disease | disease | myeloid disease
36706355 | @DISEASE_Leukemia | Leukemia | 135 | 8 | Disease | disease | leukemia
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 162 | 26 | Disease | disease | acute myelogenous leukemia
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 190 | 3 | Disease | disease | AML
36706355 | @CHEMICAL_Decitabine | Decitabine | 435 | 10 | Chemical | chemical | decitabine
36706355 | @CHEMICAL_Ipilimumab | Ipilimumab | 492 | 10 | Chemical | chemical | ipilimumab
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 507 | 3 | Disease | disease | AML
36706355 | @DISEASE_Myelodysplastic_Syndromes | Myelodysplastic Syndromes | 511 | 24 | Disease | disease | myelodysplastic syndrome
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 537 | 3 | Disease | disease | MDS
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 854 | 3 | Disease | disease | AML
36706355 | @CHEMICAL_Decitabine | Decitabine | 913 | 10 | Chemical | chemical | decitabine
36706355 | @CHEMICAL_Ipilimumab | Ipilimumab | 1005 | 10 | Chemical | chemical | ipilimumab
36706355 | @GENE_CD4 | CD4 | 1040 | 3 | Gene | gene | CD4
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1323 | 3 | Disease | disease | AML
36706355 | @DISEASE_Leukemia_Myeloid_Acute | Leukemia Myeloid Acute | 1327 | 3 | Disease | disease | MDS
36706355 | @DISEASE_Leukemia | Leukemia | 1366 | 8 | Disease | disease | leukemia
36706355 | @CHEMICAL_Ipilimumab | Ipilimumab | 1432 | 10 | Chemical | chemical | ipilimumab
36706355 | @GENE_CTLA4 | CTLA4 | 1571 | 6 | Gene | gene | CTLA-4
36706355 | @GENE_FOXP3 | FOXP3 | 1582 | 5 | Gene | gene | FOXP3
36706355 | @CHEMICAL_Decitabine | Decitabine | 1622 | 10 | Chemical | chemical | decitabine
36706355 | @CHEMICAL_Ipilimumab | Ipilimumab | 1637 | 10 | Chemical | chemical | ipilimumab
36706355 | @DISEASE_Leukemia | Leukemia | 1729 | 8 | Disease | disease | leukemia
36706355 | @DISEASE_Leukemia | Leukemia | 1775 | 8 | Disease | disease | leukemic
36734675 | @CHEMICAL_Histidine | Histidine | 621 | 3 | Chemical | chemical | His
36734675 | @CHEMICAL_mica | mica | 870 | 4 | Chemical | chemical | mica
36734675 | @CHEMICAL_Histidine | Histidine | 959 | 3 | Chemical | chemical | His
36968223 | @GENE_VEGFA | VEGFA | 19 | 6 | Gene | gene | VEGF-A
36968223 | @GENE_CD274 | CD274 | 51 | 5 | Gene | gene | PD-L1
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 80 | 12 | Disease | disease | Glioblastoma
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 120 | 12 | Disease | disease | glioblastoma
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 134 | 3 | Disease | disease | GBM
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 229 | 3 | Disease | disease | GBM
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 426 | 3 | Disease | disease | GBM
36968223 | @CHEMICAL_avelumab | avelumab | 448 | 8 | Chemical | chemical | avelumab
36968223 | @GENE_CD274 | CD274 | 497 | 5 | Gene | gene | PD-L1
36968223 | @CHEMICAL_avelumab | avelumab | 516 | 8 | Chemical | chemical | avelumab
36968223 | @CHEMICAL_avelumab | avelumab | 607 | 8 | Chemical | chemical | avelumab
36968223 | @CHEMICAL_Bevacizumab | Bevacizumab | 626 | 11 | Chemical | chemical | Bevacizumab
36968223 | @CHEMICAL_Steroids | Steroids | 683 | 7 | Chemical | chemical | steroid
36968223 | @DISEASE_Death | Death | 1111 | 5 | Disease | disease | death
36968223 | @GENE_MICA | MICA | 1319 | 4 | Gene | gene | MICA
36968223 | @GENE_MICB | MICB | 1324 | 4 | Gene | gene | MICB
36968223 | @GENE_CD4 | CD4 | 1353 | 3 | Gene | gene | CD4
36968223 | @CHEMICAL_avelumab | avelumab | 1419 | 8 | Chemical | chemical | Avelumab
36968223 | @CHEMICAL_Bevacizumab | Bevacizumab | 1465 | 11 | Chemical | chemical | bevacizumab
36968223 | @GENE_CD274 | CD274 | 1828 | 5 | Gene | gene | PD-L1
36968223 | @CHEMICAL_Bevacizumab | Bevacizumab | 1874 | 11 | Chemical | chemical | bevacizumab
36968223 | @CHEMICAL_Steroids | Steroids | 1895 | 8 | Chemical | chemical | steroids
36968223 | @DISEASE_Glioblastoma | Glioblastoma | 1944 | 3 | Disease | disease | GBM
36968223 | @CHEMICAL_Bevacizumab | Bevacizumab | 2086 | 11 | Chemical | chemical | bevacizumab
37741520 | @GENE_KLRK1 | KLRK1 | 0 | 14 | Gene | gene | NKG2D receptor
37741520 | @GENE_CD4 | CD4 | 25 | 3 | Gene | gene | CD4
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 106 | 29 | Disease | disease | juvenile idiopathic arthritis
37741520 | @GENE_KLRK1 | KLRK1 | 137 | 5 | Gene | gene | NKG2D
37741520 | @GENE_CD4 | CD4 | 193 | 3 | Gene | gene | CD4
37741520 | @GENE_CD4 | CD4 | 247 | 3 | Gene | gene | CD4
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 289 | 29 | Disease | disease | juvenile idiopathic arthritis
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 320 | 3 | Disease | disease | JIA
37741520 | @GENE_KLRK1 | KLRK1 | 343 | 5 | Gene | gene | NKG2D
37741520 | @GENE_CD4 | CD4 | 370 | 3 | Gene | gene | CD4
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 400 | 3 | Disease | disease | JIA
37741520 | @GENE_CD4 | CD4 | 449 | 3 | Gene | gene | CD4
37741520 | @GENE_KLRK1 | KLRK1 | 455 | 5 | Gene | gene | NKG2D
37741520 | @GENE_KLRK1 | KLRK1 | 507 | 5 | Gene | gene | NKG2D
37741520 | @GENE_CD4 | CD4 | 516 | 3 | Gene | gene | CD4
37741520 | @GENE_MICA | MICA | 534 | 4 | Gene | gene | MICA
37741520 | @GENE_MICB | MICB | 543 | 4 | Gene | gene | MICB
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 585 | 13 | Disease | disease | articular JIA
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 604 | 12 | Disease | disease | systemic JIA
37741520 | @GENE_KLRK1 | KLRK1 | 618 | 5 | Gene | gene | NKG2D
37741520 | @GENE_IL12B | IL12B | 632 | 6 | Gene | gene | IL- 12
37741520 | @GENE_IL10 | IL10 | 654 | 5 | Gene | gene | IL-10
37741520 | @GENE_TGFB1 | TGFB1 | 664 | 8 | Gene | gene | TGF-beta
37741520 | @GENE_CD4 | CD4 | 678 | 3 | Gene | gene | CD4
37741520 | @GENE_IFNG | IFNG | 702 | 9 | Gene | gene | IFN-gamma
37741520 | @GENE_CD4 | CD4 | 714 | 3 | Gene | gene | CD4
37741520 | @GENE_IL17A | IL17A | 725 | 5 | Gene | gene | IL-17
37741520 | @GENE_CD4 | CD4 | 732 | 3 | Gene | gene | CD4
37741520 | @GENE_RORC | RORC | 746 | 4 | Gene | gene | RORc
37741520 | @GENE_TBX21 | TBX21 | 755 | 5 | Gene | gene | T-bet
37741520 | @GENE_IL2RA | IL2RA | 774 | 4 | Gene | gene | CD25
37741520 | @GENE_FOXP3 | FOXP3 | 780 | 5 | Gene | gene | Foxp3
37741520 | @GENE_CD4 | CD4 | 787 | 3 | Gene | gene | CD4
37741520 | @GENE_IL4 | IL4 | 801 | 4 | Gene | gene | IL-4
37741520 | @GENE_CD4 | CD4 | 807 | 3 | Gene | gene | CD4
37741520 | @GENE_FOXP3 | FOXP3 | 821 | 5 | Gene | gene | Foxp3
37741520 | @GENE_GATA3 | GATA3 | 832 | 5 | Gene | gene | GATA3
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 841 | 3 | Disease | disease | JIA
37741520 | @GENE_KLRK1 | KLRK1 | 855 | 5 | Gene | gene | NKG2D
37741520 | @GENE_IL10 | IL10 | 871 | 5 | Gene | gene | IL-10
37741520 | @GENE_CD83 | CD83 | 891 | 4 | Gene | gene | CD83
37741520 | @GENE_MICA | MICA | 897 | 4 | Gene | gene | MICA
37741520 | @GENE_MICB | MICB | 907 | 4 | Gene | gene | MICB
37741520 | @DISEASE_Arthritis_Juvenile | Arthritis Juvenile | 922 | 3 | Disease | disease | JIA
37741520 | @GENE_KLRK1 | KLRK1 | 943 | 5 | Gene | gene | NKG2D
37741520 | @GENE_CD4 | CD4 | 978 | 3 | Gene | gene | CD4
37859369 | @DISEASE_Invasive_Fungal_Infections | Invasive Fungal Infections | 360 | 25 | Disease | disease | Invasive Fungal Infection
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 722 | 11 | Chemical | chemical | fluconazole
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 735 | 3 | Chemical | chemical | FLU
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 741 | 12 | Chemical | chemical | voriconazole
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 755 | 3 | Chemical | chemical | VOR
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 761 | 12 | Chemical | chemical | itraconazole
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 775 | 3 | Chemical | chemical | ITR
37859369 | @CHEMICAL_posaconazole | posaconazole | 781 | 12 | Chemical | chemical | Posaconazole
37859369 | @CHEMICAL_posaconazole | posaconazole | 795 | 3 | Chemical | chemical | POS
37859369 | @CHEMICAL_isavuconazole | isavuconazole | 801 | 13 | Chemical | chemical | isavuconazole
37859369 | @CHEMICAL_isavuconazole | isavuconazole | 816 | 3 | Chemical | chemical | ISA
37859369 | @CHEMICAL_Anidulafungin | Anidulafungin | 822 | 13 | Chemical | chemical | anidulafungin
37859369 | @CHEMICAL_Anidulafungin | Anidulafungin | 837 | 3 | Chemical | chemical | ANI
37859369 | @CHEMICAL_Caspofungin | Caspofungin | 843 | 11 | Chemical | chemical | caspofungin
37859369 | @CHEMICAL_Caspofungin | Caspofungin | 856 | 3 | Chemical | chemical | CAS
37859369 | @CHEMICAL_Micafungin | Micafungin | 862 | 10 | Chemical | chemical | micafungin
37859369 | @CHEMICAL_Micafungin | Micafungin | 874 | 4 | Chemical | chemical | MICA
37859369 | @CHEMICAL_Flucytosine | Flucytosine | 884 | 16 | Chemical | chemical | 5-fluorocytosine
37859369 | @CHEMICAL_Flucytosine | Flucytosine | 902 | 3 | Chemical | chemical | FCT
37859369 | @CHEMICAL_Amphotericin_B | Amphotericin B | 993 | 14 | Chemical | chemical | amphotericin B
37859369 | @CHEMICAL_Amphotericin_B | Amphotericin B | 1009 | 3 | Chemical | chemical | AMB
37859369 | @DISEASE_Ascites | Ascites | 1473 | 7 | Disease | disease | ascites
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 1579 | 3 | Chemical | chemical | FLU
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 1597 | 3 | Chemical | chemical | VOR
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 1645 | 3 | Chemical | chemical | FLU
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 1653 | 3 | Chemical | chemical | VOR
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 1698 | 3 | Chemical | chemical | ITR
37859369 | @CHEMICAL_posaconazole | posaconazole | 1706 | 3 | Chemical | chemical | POS
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 1822 | 3 | Chemical | chemical | FLU
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 1830 | 3 | Chemical | chemical | VOR
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 1864 | 3 | Chemical | chemical | ITR
37859369 | @CHEMICAL_posaconazole | posaconazole | 1872 | 3 | Chemical | chemical | POS
37859369 | @CHEMICAL_Echinocandins | Echinocandins | 1945 | 13 | Chemical | chemical | echinocandins
37859369 | @CHEMICAL_Azoles | Azoles | 2029 | 5 | Chemical | chemical | azole
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 2048 | 12 | Chemical | chemical | voriconazole
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 2062 | 12 | Chemical | chemical | itraconazole
37859369 | @CHEMICAL_posaconazole | posaconazole | 2076 | 12 | Chemical | chemical | posaconazole
37859369 | @CHEMICAL_isavuconazole | isavuconazole | 2094 | 13 | Chemical | chemical | isavuconazole
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 2150 | 11 | Chemical | chemical | fluconazole
37859369 | @CHEMICAL_Itraconazole | Itraconazole | 2199 | 12 | Chemical | chemical | itraconazole
37859369 | @CHEMICAL_posaconazole | posaconazole | 2230 | 12 | Chemical | chemical | posaconazole
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 2265 | 12 | Chemical | chemical | voriconazole
37859369 | @CHEMICAL_Echinocandins | Echinocandins | 2314 | 13 | Chemical | chemical | echinocandins
37859369 | @CHEMICAL_Anidulafungin | Anidulafungin | 2343 | 3 | Chemical | chemical | ANI
37859369 | @CHEMICAL_Caspofungin | Caspofungin | 2373 | 3 | Chemical | chemical | CAS
37859369 | @CHEMICAL_Micafungin | Micafungin | 2440 | 4 | Chemical | chemical | MICA
37859369 | @CHEMICAL_Echinocandins | Echinocandins | 2594 | 13 | Chemical | chemical | echinocandins
37859369 | @CHEMICAL_Fluconazole | Fluconazole | 2660 | 11 | Chemical | chemical | fluconazole
37859369 | @CHEMICAL_Voriconazole | Voriconazole | 2676 | 12 | Chemical | chemical | voriconazole
38091053 | @GENE_MICA | MICA | 40 | 5 | Gene | gene | MIC-A
38091053 | @GENE_MICB | MICB | 50 | 5 | Gene | gene | MIC-B
38091053 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 82 | 20 | Disease | disease | non-Hodgkin lymphoma
38091053 | @GENE_MICA | MICA | 113 | 5 | Gene | gene | MIC-A
38091053 | @GENE_MICB | MICB | 123 | 5 | Gene | gene | MIC-B
38091053 | @GENE_KLRK1 | KLRK1 | 157 | 5 | Gene | gene | NKG2D
38091053 | @GENE_MICA | MICA | 229 | 5 | Gene | gene | MIC-A
38091053 | @GENE_MICB | MICB | 239 | 5 | Gene | gene | MIC-B
38091053 | @DISEASE_Neoplasms | Neoplasms | 294 | 12 | Disease | disease | malignancies
38091053 | @GENE_MICA | MICA | 425 | 5 | Gene | gene | MIC-A
38091053 | @GENE_MICB | MICB | 436 | 5 | Gene | gene | MIC-B
38091053 | @DISEASE_Neoplasms | Neoplasms | 445 | 5 | Disease | disease | tumor
38091053 | @GENE_CD4 | CD4 | 491 | 3 | Gene | gene | CD4
38091053 | @GENE_CD8A | CD8A | 499 | 3 | Gene | gene | CD8
38091053 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 575 | 22 | Disease | disease | non-Hodgkin's lymphoma
38091053 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 599 | 3 | Disease | disease | NHL
38091053 | @DISEASE_Lymphoma | Lymphoma | 644 | 8 | Disease | disease | lymphoma
38091053 | @DISEASE_Lymphoma_Large_B_Cell_Diffuse | Lymphoma Large B-Cell Diffuse | 657 | 29 | Disease | disease | diffuse large B cell lymphoma
38091053 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 708 | 3 | Disease | disease | NHL
38091053 | @GENE_CD4 | CD4 | 737 | 3 | Gene | gene | CD4
38091053 | @GENE_CD8A | CD8A | 750 | 3 | Gene | gene | CD8
38091053 | @GENE_CD4 | CD4 | 1016 | 3 | Gene | gene | CD4
38091053 | @DISEASE_Lymphoma_Non_Hodgkin | Lymphoma Non-Hodgkin | 1223 | 3 | Disease | disease | NHL
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 24 | 23 | Disease | disease | Long-COVID symptomology
38343619 | @DISEASE_COVID_19 | COVID-19 | 95 | 8 | Disease | disease | COVID-19
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 183 | 10 | Disease | disease | Long-COVID
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 195 | 2 | Disease | disease | LC
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 209 | 28 | Disease | disease | post-acute COVID-19 symptoms
38343619 | @DISEASE_Infections | Infections | 291 | 9 | Disease | disease | infection
38343619 | @DISEASE_Infections | Infections | 335 | 8 | Disease | disease | infected
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 429 | 2 | Disease | disease | LC
38343619 | @DISEASE_COVID_19 | COVID-19 | 804 | 8 | Disease | disease | COVID-19
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 834 | 2 | Disease | disease | LC
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 871 | 11 | Disease | disease | LC symptoms
38343619 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1029 | 10 | Disease | disease | Depression
38343619 | @DISEASE_Anxiety | Anxiety | 1041 | 7 | Disease | disease | Anxiety
38343619 | @DISEASE_COVID_19 | COVID-19 | 1305 | 14 | Disease | disease | COVID symptoms
38343619 | @DISEASE_Infections | Infections | 1387 | 9 | Disease | disease | infection
38343619 | @DISEASE_Exercise_Induced_Allergies | Exercise-Induced Allergies | 1398 | 23 | Disease | disease | Post-exertional malaise
38343619 | @DISEASE_Fatigue | Fatigue | 1434 | 7 | Disease | disease | fatigue
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 1536 | 2 | Disease | disease | LC
38343619 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1601 | 10 | Disease | disease | depression
38343619 | @DISEASE_Anxiety | Anxiety | 1634 | 7 | Disease | disease | anxiety
38343619 | @DISEASE_Depressive_Disorder | Depressive Disorder | 1752 | 10 | Disease | disease | depression
38343619 | @DISEASE_Anxiety | Anxiety | 1785 | 7 | Disease | disease | anxiety
38343619 | @DISEASE_603663 | 603663 | 1925 | 17 | Disease | disease | mental ill health
38343619 | @DISEASE_Post_Acute_COVID_19_Syndrome | Post-Acute COVID-19 Syndrome | 2020 | 2 | Disease | disease | LC
38343619 | @DISEASE_Infections | Infections | 2206 | 8 | Disease | disease | infected
38514021 | @DISEASE_COVID_19 | COVID-19 | 0 | 8 | Disease | disease | Pandemic
38514021 | @DISEASE_COVID_19 | COVID-19 | 266 | 8 | Disease | disease | COVID-19
38514021 | @DISEASE_COVID_19 | COVID-19 | 275 | 8 | Disease | disease | pandemic
38514021 | @DISEASE_COVID_19 | COVID-19 | 519 | 8 | Disease | disease | pandemic
38514021 | @DISEASE_COVID_19 | COVID-19 | 747 | 8 | Disease | disease | pandemic
38514021 | @DISEASE_COVID_19 | COVID-19 | 1119 | 5 | Disease | disease | COVID
38514021 | @DISEASE_COVID_19 | COVID-19 | 1576 | 8 | Disease | disease | pandemic
38514021 | @DISEASE_COVID_19 | COVID-19 | 1678 | 8 | Disease | disease | pandemic
38514776 | @DISEASE_COVID_19 | COVID-19 | 14 | 8 | Disease | disease | COVID-19
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 58 | 20 | Disease | disease | head and neck cancer
38514776 | @DISEASE_COVID_19 | COVID-19 | 179 | 8 | Disease | disease | COVID-19
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 213 | 20 | Disease | disease | head and neck cancer
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 235 | 3 | Disease | disease | HNC
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 356 | 3 | Disease | disease | HNC
38514776 | @DISEASE_Neoplasms | Neoplasms | 520 | 6 | Disease | disease | tumour
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 627 | 3 | Disease | disease | HNC
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 1096 | 3 | Disease | disease | HNC
38514776 | @DISEASE_Tachycardia_Atrioventricular_Nodal_Reentry | Tachycardia Atrioventricular Nodal Reentry | 1149 | 5 | Disease | disease | nodal
38514776 | @DISEASE_Neoplasms | Neoplasms | 1319 | 6 | Disease | disease | tumour
38514776 | @DISEASE_COVID_19 | COVID-19 | 1541 | 8 | Disease | disease | COVID-19
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 1583 | 3 | Disease | disease | HNC
38514776 | @DISEASE_Head_and_Neck_Neoplasms | Head and Neck Neoplasms | 1637 | 3 | Disease | disease | HNC
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 58 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_COVID_19 | COVID-19 | 101 | 8 | Disease | disease | COVID-19
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 123 | 30 | Disease | disease | post-traumatic stress symptoms
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 207 | 9 | Disease | disease | traumatic
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 254 | 30 | Disease | disease | post-traumatic stress symptoms
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 286 | 4 | Disease | disease | PTSS
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 308 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 374 | 4 | Disease | disease | PTSS
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 403 | 6 | Disease | disease | trauma
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 410 | 8 | Chemical | chemical | cortisol
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 434 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 472 | 9 | Disease | disease | traumatic
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 522 | 4 | Disease | disease | PTSS
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 592 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 622 | 6 | Disease | disease | trauma
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 670 | 36 | Disease | disease | post-traumatic stress symptomatology
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 751 | 6 | Disease | disease | trauma
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 758 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 782 | 4 | Disease | disease | PTSS
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 854 | 4 | Disease | disease | PTSS
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 907 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_COVID_19 | COVID-19 | 966 | 8 | Disease | disease | COVID-19
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1013 | 4 | Disease | disease | PTSS
38518705 | @DISEASE_Wounds_and_Injuries | Wounds and Injuries | 1186 | 9 | Disease | disease | traumatic
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1261 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1421 | 4 | Disease | disease | PTSS
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1550 | 8 | Chemical | chemical | cortisol
38518705 | @DISEASE_Stress_Disorders_Post_Traumatic | Stress Disorders Post-Traumatic | 1607 | 4 | Disease | disease | PTSS
38518705 | @CHEMICAL_Hydrocortisone | Hydrocortisone | 1713 | 8 | Chemical | chemical | cortisol
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 0 | 10 | Disease | disease | Depression
38519850 | @DISEASE_Anxiety | Anxiety | 15 | 7 | Disease | disease | anxiety
38519850 | @DISEASE_COVID_19 | COVID-19 | 47 | 8 | Disease | disease | COVID-19
38519850 | @DISEASE_Depressive_Disorder | Depressive Disorder | 170 | 10 | Disease | disease | depression
38519850 | @DISEASE_Anxiety | Anxiety | 185 | 19 | Disease | disease | generalised anxiety
